doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_index,scene,source,target,relation_type_raw,relation_type,weight,evidence,evidence_line_ids,derived_by,llm_confidence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,龙套,屠岸贾,对话/应答,对话,3,有人击鼓。,pdf_01000000__01002008___7e0325cb8b__line__000031,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,龙套,程婴,对话/应答,对话,1,击鼓人上堂。,pdf_01000000__01002008___7e0325cb8b__line__000031,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,程婴,屠岸贾,对话/应答,对话,14,来了。参见大人。,pdf_01000000__01002008___7e0325cb8b__line__000031,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,屠岸贾,程婴,对话/应答,对话,12,哇!为何擅击老夫堂鼓?,pdf_01000000__01002008___7e0325cb8b__line__000031,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,屠岸贾,二龙套,对话/应答,对话,1,"校尉的,去到首阳山将公孙杵臼拿来见我!",pdf_01000000__01002008___7e0325cb8b__line__000031,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,二龙套,屠岸贾,对话/应答,对话,1,遵命!,pdf_01000000__01002008___7e0325cb8b__line__000031；pdf_01000000__01002008___7e0325cb8b__line__000033,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,屠岸贾,公孙杵臼,对话/应答,对话,8,站过一旁。,pdf_01000000__01002008___7e0325cb8b__line__000033,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,公孙杵臼,屠岸贾,对话/应答,对话,7,参见大人。,pdf_01000000__01002008___7e0325cb8b__line__000033,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,程婴,公孙杵臼,对话/应答,对话,1,"可怜他为孤儿到如今连累了他白发苍苍受苦情,倒叫我好不伤心!",pdf_01000000__01002008___7e0325cb8b__line__000033,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,公孙杵臼,程婴,对话/应答,对话,2,好贼子吓!,pdf_01000000__01002008___7e0325cb8b__line__000033；pdf_01000000__01002008___7e0325cb8b__line__000035,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,程婴,公孙杵臼,提及,提及,1,现在首阳山公孙杵臼家中。,pdf_01000000__01002008___7e0325cb8b__line__000031,mention,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,屠岸贾,公孙杵臼,对抗,对抗,1,"校尉的,去到首阳山将公孙杵臼拿来见我!",pdf_01000000__01002008___7e0325cb8b__line__000031,mention,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,公孙杵臼,程婴,提及,提及,1,"呵吓大人呐!他叫程婴。他与小人旧有仇恨,乃是诬告小人!",pdf_01000000__01002008___7e0325cb8b__line__000033,mention,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,公孙杵臼,程婴,汇报,汇报,1,"白虎堂上禀一声,尊声大人听分明:只是程婴诬告我,拿什么孤儿与大人?",pdf_01000000__01002008___7e0325cb8b__line__000033,mention,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,屠岸贾,程婴,问答,对话,1,"回头便把程婴叫,公堂赐你鞭一根。一边打来一边问,看他招承不招承!",pdf_01000000__01002008___7e0325cb8b__line__000033,mention,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,程婴,屠岸贾,对话/应答,对话,8,但愿灵魂早讨生。有请大人。,pdf_01000000__01002008___7e0325cb8b__line__000041,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,屠岸贾,程婴,对话/应答,对话,8,可曾祭过?,pdf_01000000__01002008___7e0325cb8b__line__000041,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,屠岸贾,公孙杵臼,对话/应答,对话,1,"校尉的。将孤儿与老狗,一齐开刀!",pdf_01000000__01002008___7e0325cb8b__line__000041,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,公孙杵臼,龙套,对话/应答,对话,1,好贼子呀!,pdf_01000000__01002008___7e0325cb8b__line__000041,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,龙套,屠岸贾,对话/应答,对话,2,斩首已毕。,pdf_01000000__01002008___7e0325cb8b__line__000041,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,屠岸贾,龙套,对话/应答,对话,1,"喔,是了。来!",pdf_01000000__01002008___7e0325cb8b__line__000041,adjacency,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,屠岸贾,程婴,提及,提及,2,"起过了。程婴,程婴!",pdf_01000000__01002008___7e0325cb8b__line__000041,mention,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,公孙杵臼,程婴,同场共现,同场共现,1,（程婴抢子，程婴、程妻、公孙杵臼同下。）,,stage_direction,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,公孙杵臼,程妻,同场共现,同场共现,1,（程婴抢子，程婴、程妻、公孙杵臼同下。）,,stage_direction,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,程婴,程妻,同场共现,同场共现,1,（程婴抢子，程婴、程妻、公孙杵臼同下。）,,stage_direction,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,程婴,公孙杵臼,协助,协助,3,程婴向公孙杵臼提出舍子救孤之计,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,公孙杵臼,程婴,协助,协助,3,公孙杵臼同意舍命，并劝说程妻,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,程婴,程妻,劝阻,劝阻,4,程婴跪求程妻舍子，程妻起初拒绝,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,程妻,程婴,对抗,对抗,3,程妻反驳程婴，称‘虎狼不食子’,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,公孙杵臼,程妻,劝阻,劝阻,3,公孙杵臼劝说程妻舍子救孤,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,1,【第一场】,程妻,公孙杵臼,协助,协助,2,程妻最终同意舍子，回应公孙杵臼劝说,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,程婴,屠岸贾,汇报,汇报,3,小人叫程婴，前来出首与你,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,屠岸贾,公孙杵臼,对抗,对抗,3,不动大刑不招认,pdf_01000000__01002008___7e0325cb8b__line__000033,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,公孙杵臼,程婴,对抗,对抗,2,他与小人旧有仇恨，乃是诬告小人,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,2,【第三场】,屠岸贾,程婴,命令,命令,2,公堂赐你鞭一根，一边打来一边问,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,屠岸贾,公孙杵臼,对抗,对抗,5,屠岸贾下令将公孙杵臼与孤儿一齐开刀,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,程婴,公孙杵臼,协助,协助,4,程婴祭奠公孙杵臼，称其为亲，流泪,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,屠岸贾,程婴,命令,命令,3,屠岸贾询问程婴为何流泪，程婴以担忧儿子安全为由回应,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,程婴,屠岸贾,试探,试探,3,程婴故意提及儿子与孤儿同庚，怕人暗害，试探屠岸贾反应,,llm,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,3,【第四场】,屠岸贾,程婴,同盟,协助,2,屠岸贾收程婴之子为义子，表示保护,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,专诸,牛二,对话/应答,对话,11,"家住吴国在城东,孝义皆全论英雄。苍天若助三分志,拜相封侯谈笑中。",pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,牛二,专诸,对话/应答,对话,10,"可恨专诸太欺情,惹得牛儿找上门。",pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,专诸,专诸妻,对话/应答,对话,1,暂且饶你命残生。,pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,专诸妻,专诸,对话/应答,对话,1,"吓,母亲唤你。",pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,牛二,伍员,对话/应答,对话,1,"你不要逃走,出来!",pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,伍员,老丈,对话/应答,对话,6,呀。老丈请转。,pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,老丈,伍员,对话/应答,对话,6,何事?,pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,伍员,专诸,对话/应答,对话,11,"哦,啊呀。方才听得老丈之言:那专诸孝义兼全。我不免与他结交,若是借得吴兵伐楚,定然助我一臂之力。正是:",pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,专诸,伍员,对话/应答,对话,10,"君子不得志,低头且耐时。",pdf_01000000__01002009___15e6fa6cec__line__000037,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,牛二,专诸,提及,提及,1,"可恨专诸太欺情,惹得牛儿找上门。",pdf_01000000__01002009___15e6fa6cec__line__000037,mention,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,牛二,专诸,对抗,对抗,1,"专诸无理无理,不该把我牛二欺。恨不得一拳打死你!",pdf_01000000__01002009___15e6fa6cec__line__000037,mention,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,老丈,专诸,命令/请求,命令,1,"此人名唤专诸,乃是大孝之人,这拐杖就是他母亲的拐杖,故而呼唤即回。",pdf_01000000__01002009___15e6fa6cec__line__000037,mention,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,伍员,专诸,提及,提及,1,"哦,啊呀。方才听得老丈之言:那专诸孝义兼全。我不免与他结交,若是借得吴兵伐楚,定然助我一臂之力。正是:",pdf_01000000__01002009___15e6fa6cec__line__000037,mention,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,3,【第三场】,姬光,太监甲,对话/应答,对话,1,"龙楼凤阁,怎能够,江山归我。",pdf_01000000__01002009___15e6fa6cec__line__000041,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,3,【第三场】,太监甲,姬光,对话/应答,对话,1,御林军走上。,pdf_01000000__01002009___15e6fa6cec__line__000041,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,伍员,姬光,对话/应答,对话,7,"行过东来又转西,举目无亲独自悲。衣衫褴褛谁周济,竹箫焉能免得饥。",pdf_01000000__01002009___15e6fa6cec__line__000047,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,姬光,伍员,对话/应答,对话,5,"见一老臣相貌奇:鹤发童颜少年纪,手拿竹箫信口吹。勒马停蹄街头立,且听来人他是谁。",pdf_01000000__01002009___15e6fa6cec__line__000055,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,姬光,太监甲,对话/应答,对话,2,"听罢言来我心喜,来的果是伍子胥。",pdf_01000000__01002009___15e6fa6cec__line__000057,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,太监甲,伍员,对话/应答,对话,2,是。,pdf_01000000__01002009___15e6fa6cec__line__000057,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,姬光,刘展雄,对话/应答,对话,1,"罢了,见过伍将军。",pdf_01000000__01002009___15e6fa6cec__line__000057,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,刘展雄,伍员,对话/应答,对话,1,"吓,",pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,伍员,刘展雄,对话/应答,对话,1,"手挽手儿叫贤弟,恨平王无道纳儿媳。擅杀忠良当儿戏,兄来借兵你莫心疑。",pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,刘展雄,姬光,对话/应答,对话,1,"仁兄点动人和马,再与昏王见高低。",pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,姬光,专诸,对话/应答,对话,4,得了楚国伍子胥。孤王江山可得的?,pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,专诸,姬光,对话/应答,对话,5,"有劳仁兄把我提。进帐前行君臣礼,",pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,伍员,专诸,对话/应答,对话,1,风吹云散见虹霓。,pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,姬光,被离,对话/应答,对话,2,鱼肠剑哪里有?,pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,被离,孙武,对话/应答,对话,1,"吓,世兄,我下山之时,师傅赐我宝剑,名曰匕首,世兄请看。",pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,孙武,姬光,对话/应答,对话,1,待我看来。,pdf_01000000__01002009___15e6fa6cec__line__000059,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,被离,姬光,对话/应答,对话,1,"必须有酒宴前行刺之人,方能成功。",pdf_01000000__01002009___15e6fa6cec__line__000061,adjacency,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,伍员,专诸,命令/请求,命令,1,"启禀千岁:臣有一义弟,名唤专诸。此人义孝皆全,大可委用。",pdf_01000000__01002009___15e6fa6cec__line__000059,mention,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,牛二,专诸,对抗,对抗,2,牛二上门讨债，欲打专诸,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,专诸妻,专诸,劝阻,劝阻,1,以母亲拐杖唤回专诸,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,老丈,伍员,协助,协助,2,告知伍员专诸孝义之事,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,2,【第二场】,伍员,专诸,同盟,协助,3,伍员主动提出结拜，专诸应允，共谋复仇,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,3,【第三场】,姬光,太监甲,命令,命令,1,姬光（白）带马。,pdf_01000000__01002009___15e6fa6cec__line__000041,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,伍员,姬光,协助,协助,3,伍员吹箫引起姬光注意，姬光收留并询问，伍员愿效力。,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,伍员,专诸,提及,提及,2,伍员向姬光推荐义弟专诸，称其义孝皆全。,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,姬光,专诸,命令,命令,3,姬光派内侍带黄金千两随伍员聘请专诸，后专诸领命行刺。,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,孙武,被离,协助,协助,2,孙武、被离共同献策，指出需粗心胆大之人，并献鱼肠剑。,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,被离,姬光,汇报,汇报,2,被离献出师傅所赐匕首（鱼肠剑），并说明其用途。,,llm,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,4,【第四场】,专诸,姬光,同盟,协助,3,专诸主动请缨行刺王僚，并托付老母，姬光发誓善待。,,llm,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,1,【第一场】,正德帝,李凤姐,对话/应答,对话,111,"龙游芳草地,凤绕牡丹池。",pdf_01000000__01002011___1a9416b419__line__000019,adjacency,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,1,【第一场】,李凤姐,正德帝,对话/应答,对话,111,"自幼儿生长在梅龙镇,兄妹卖酒度光阴。我哥哥他也曾对我论:他言道前边有一位军人。李凤姐端茶是客堂进,哟啐!",pdf_01000000__01002011___1a9416b419__line__000019,adjacency,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,1,【第一场】,正德帝,李凤姐,提及,提及,2,"好一个李凤姐,呵呵!",pdf_01000000__01002011___1a9416b419__line__000019,mention,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,2,【第二场】,李凤姐,正德帝,对话/应答,对话,21,你就献宝。,pdf_01000000__01002011___1a9416b419__line__000027,adjacency,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,2,【第二场】,正德帝,李凤姐,对话/应答,对话,20,倘若无宝?,pdf_01000000__01002011___1a9416b419__line__000027,adjacency,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,2,【第二场】,李凤姐,正德帝,同场共现,同场共现,1,（正德帝、李凤姐同下。）,,stage_direction,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,1,【第一场】,正德帝,李凤姐,试探,试探,3,正德帝以军爷身份询问姓名、赠银、欲入卧房。,,llm,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,1,【第一场】,李凤姐,正德帝,劝阻,劝阻,2,李凤姐以‘男女授受不亲’拒绝正德帝进入卧房。,,llm,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,2,【第二场】,李凤姐,正德帝,试探,试探,2,前来讨封,pdf_01000000__01002011___1a9416b419__line__000027,llm,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,2,【第二场】,正德帝,李凤姐,命令,命令,2,凤姐听封,pdf_01000000__01002011___1a9416b419__line__000027,llm,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,2,【第二场】,李凤姐,正德帝,协助,协助,1,有我,pdf_01000000__01002011___1a9416b419__line__000021,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,1,【第一场】,刘备,张飞,对话/应答,对话,2,桃园义气结金兰，,pdf_01000000__01002012___6c0f4ca58e__line__000025,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,1,【第一场】,张飞,刘备,对话/应答,对话,1,保定汉室锦家邦。,pdf_01000000__01002012___6c0f4ca58e__line__000029,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,2,【第二场】,曹洪,李典,对话/应答,对话,3,杀气英豪，儿郎虎豹，军威号，地动山摇，要把狼烟扫。,pdf_01000000__01002012___6c0f4ca58e__line__000051,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,2,【第二场】,李典,乐进,对话/应答,对话,1,李典。,pdf_01000000__01002012___6c0f4ca58e__line__000053,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,2,【第二场】,乐进,许褚,对话/应答,对话,1,乐进。,pdf_01000000__01002012___6c0f4ca58e__line__000055,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,2,【第二场】,许褚,曹洪,对话/应答,对话,1,许褚。,pdf_01000000__01002012___6c0f4ca58e__line__000057,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,2,【第二场】,李典,曹洪,对话/应答,对话,2,众位将军请了。,pdf_01000000__01002012___6c0f4ca58e__line__000061,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,2,【第二场】,曹洪,曹操,对话/应答,对话,1,请。,pdf_01000000__01002012___6c0f4ca58e__line__000075,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,2,【第二场】,曹操,众人,对话/应答,对话,3,"忆昔扶汉朝,威风把名标。",pdf_01000000__01002012___6c0f4ca58e__line__000075,adjacency,
