doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,theme_a,theme_b,cooccurrence_weight,evidence,derived_by
pdf_01000000__01001018___8d863edec0,双狮图,01000000,1000000,《戏考》,《戏考》（1000000）,01001018,双狮图,情爱,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001018___8d863edec0,双狮图,01000000,1000000,《戏考》,《戏考》（1000000）,01001018,双狮图,情爱,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001018___8d863edec0,双狮图,01000000,1000000,《戏考》,《戏考》（1000000）,01001018,双狮图,战争,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001018___8d863edec0,双狮图,01000000,1000000,《戏考》,《戏考》（1000000）,01001018,双狮图,战争,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001018___8d863edec0,双狮图,01000000,1000000,《戏考》,《戏考》（1000000）,01001018,双狮图,权谋,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,吊祭,权谋,2,【第一场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,复仇,权谋,2,【第二场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,忠义,权谋,2,【第三场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,亲情,喜剧,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,亲情,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,亲情,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,亲情,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,吊祭,复仇,1,【第二场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,吊祭,情爱,1,【第一场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,吊祭,政治博弈,1,【第一场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,喜剧,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,喜剧,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,喜剧,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,喜剧,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,复仇,忠义,1,【第三场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,复仇,抉择,1,【第三场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,家国,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,家国,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,家国,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,忠义,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,忠义,抉择,1,【第三场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,情爱,政治博弈,1,【第一场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,情爱,权谋,1,【第一场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,战争,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,抉择,权谋,1,【第三场】,scene_cooccurrence
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,政治博弈,权谋,1,【第一场】,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,亲情,喜剧,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,亲情,情爱,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,亲情,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,喜剧,情爱,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,喜剧,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,情爱,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,情爱,权力与地位,1,【第二场】,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,情爱,猜疑与欺骗,1,【第二场】,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,情爱,私通,1,【第一场】,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,情爱,背叛,1,【第一场】,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,权力与地位,猜疑与欺骗,1,【第二场】,scene_cooccurrence
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,私通,背叛,1,【第一场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,亲情,战争,2,【第二场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,家国,忠义,2,【第四场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,忠义,悲情,2,【第一场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,忠义,战争,2,【第二场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,亲情,使命,1,【第二场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,亲情,公案,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,亲情,忠义,1,【第二场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,使命,忠义,1,【第二场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,使命,战争,1,【第二场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,公案,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,家国,悲情,1,【第五场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,家国,绝境,1,【第五场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,忠义,绝境,1,【第五场】,scene_cooccurrence
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,悲情,绝境,1,【第五场】,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,亲情,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,亲情,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,使命,忠义,1,【第一场】,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,使命,悲情,1,【第一场】,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,因果报应,封神,1,【第二场】,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,因果报应,贞烈,1,【第二场】,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,家国,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,家国,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,封神,贞烈,1,【第二场】,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,忠义,悲情,1,【第一场】,scene_cooccurrence
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,战争,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,亲情,公案,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,亲情,情爱,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,亲情,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,公案,情爱,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,公案,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,情爱,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,亲情,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,亲情,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,亲情,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,家国,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,家国,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,家国,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,忠义,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,忠义,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,战争,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,亲情,公案,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,亲情,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,公案,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,公案,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,家国,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,亲情,喜剧,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,喜剧,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,亲情,忠义,2,【第一场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,忠义,权谋,2,【第三场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,忠义,牺牲,2,【第一场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,亲情,救孤,1,【第一场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,亲情,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,亲情,牺牲,1,【第一场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,亲情,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,伪装,复仇,1,【第四场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,伪装,忠义,1,【第四场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,伪装,牺牲,1,【第四场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,复仇,忠义,1,【第四场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,复仇,牺牲,1,【第四场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,家国,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,家国,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,家国,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,忠义,救孤,1,【第一场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,忠义,牺牲与迫害,1,【第三场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,忠义,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,救孤,牺牲,1,【第一场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,权谋,牺牲与迫害,1,【第三场】,scene_cooccurrence
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,权谋,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,亲情,家国,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,亲情,情爱,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,亲情,战争,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,亲情,离散,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,复仇,忠义,2,【第二场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,家国,情爱,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,家国,战争,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,家国,离散,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,情爱,战争,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,情爱,离散,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,战争,离散,2,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,困顿,复仇,1,【第二场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,困顿,忠义,1,【第二场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,困顿,结交,1,【第二场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,复仇,牺牲,1,【第四场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,复仇,知遇之恩,1,【第四场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,复仇,结交,1,【第二场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,宫廷,权力欲望,1,【第三场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,忠义,牺牲,1,【第四场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,忠义,知遇之恩,1,【第四场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,忠义,结交,1,【第二场】,scene_cooccurrence
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,牺牲,知遇之恩,1,【第四场】,scene_cooccurrence
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,亲情,公案,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,亲情,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,公案,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,公案,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,家国,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,亲情,公案,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,亲情,喜剧,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,亲情,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,亲情,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,亲情,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,公案,喜剧,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,公案,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,公案,战争,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,公案,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,公案,离散,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,喜剧,家国,1,序幕/前置内容,scene_cooccurrence
