doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_id,scene_index,scene,conflict_stage,scene_function,tension_level,tension_norm,dialogue_density,lyric_density,speech_density,narrative_turning_point,is_climax,derived_by
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,pdf_01000000__01001020___4ed03adea1__scene__002,2,【第二场】,冲突,推进,4,1.0,20.2727,0.3636,20.6364,阎惜姣藏匿张文远，宋江察觉异常，冲突开始升级。,1,scene_metrics
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__001,1,【第一场】,铺垫,引子,1,0.2,0.1667,0.0,0.1667,,0,scene_metrics
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__002,2,【第二场】,发展,推进,4,0.8,0.625,0.0,0.625,杨继业从梦境得知七郎死讯，决意派六郎回朝，父子分离预示悲剧,1,scene_metrics
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__003,3,【第三场】,冲突,推进,3,0.6,0.25,0.0,0.25,冲突升级，杨延昭击败耶律休，扫清前进障碍,0,scene_metrics
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__004,4,【第四场】,收束,收束,1,0.2,0.1,0.0,0.1,无重大转折，仅为脱险后的行动决策,0,scene_metrics
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__005,5,【第五场】,高潮,高潮,5,1.0,0.0444,0.0,0.0444,战马被胡儿绞倒，杨继业陷入绝境，冲突升级。,1,scene_metrics
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,pdf_01000000__01002003___ad1a817c3c__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,pdf_01000000__01002003___ad1a817c3c__scene__001,1,【第一场】,高潮,高潮,5,1.0,0.5,0.0,0.5,孙尚香通过哭诉刘备一生经历，将个人情感与历史悲剧交织，情感达到高潮，为后续投江埋下伏笔。,1,scene_metrics
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,pdf_01000000__01002003___ad1a817c3c__scene__002,2,【第二场】,收束,收束,1,0.2,0.1724,0.0,0.1724,孙尚香从凡人转为神祇，完成身份转变,0,scene_metrics
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,pdf_01000000__01002004___832d202725__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,pdf_01000000__01002005___3f3e3fbcf3__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,pdf_01000000__01002006___78213d9d3b__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,pdf_01000000__01002007___67f109e2e1__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,救,0,scene_metrics
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__001,1,【第一场】,冲突,推进,4,1.0,10.0,0.0,10.0,程妻从坚决拒绝到同意舍子，完成救孤计划的关键决断,1,scene_metrics
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__002,2,【第三场】,冲突,推进,4,1.0,7.125,0.0,7.125,程婴告密导致孤儿暴露，冲突升级为公开搜捕与处决,1,scene_metrics
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__003,3,【第四场】,高潮,高潮,4,1.0,1.9231,0.0,1.9231,程婴流泪被屠岸贾察觉，但以担忧儿子安全为由巧妙化解，并成功让屠岸贾收其子为义子，为后续复仇埋下伏笔,1,scene_metrics
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__001,1,【第一场】,过渡,过渡,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__002,2,【第二场】,发展,推进,3,1.0,7.375,0.625,8.0,伍员从老丈处得知专诸孝义，主动登门结交，二人结拜，为后续借兵复仇奠定关键同盟。,1,scene_metrics
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__003,3,【第三场】,铺垫,引子,1,0.3333,0.75,0.0,0.75,无显著转折,0,scene_metrics
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__004,4,【第四场】,发展,推进,3,1.0,1.4783,0.5652,2.0435,专诸主动请缨行刺王僚，姬光承诺照顾其母，行刺计划初步成形。,1,scene_metrics
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,pdf_01000000__01002010___3013c653cd__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__scene__001,1,【第一场】,铺垫,铺垫,3,1.0,27.375,1.0,28.375,正德帝赠银并意图进入李凤姐卧房，李凤姐以‘男女授受不亲’拒绝，冲突初现。,1,scene_metrics
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__scene__002,2,【第二场】,高潮,高潮,3,1.0,4.8889,0.0,4.8889,正德帝从拒绝封赏到最终封李凤姐为妃，关系从戏谑转为正式。,1,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__001,1,【第一场】,铺垫,引子,1,0.2,0.25,0.0,0.25,无转折，为后续剧情做铺垫。,0,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__002,2,【第二场】,铺垫,推进,2,0.4,0.5556,0.0,0.5556,无转折，为后续战斗做军事部署。,0,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__003,3,【第三场】,冲突,推进,4,0.8,3.375,0.25,3.625,张辽报信使吕布从醉乐转入备战，冲突升级。,1,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__004,4,【第四场】,冲突,推进,4,0.8,0.25,0.0,0.25,无显著转折，冲突直接升级为混战,1,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__005,5,【第五场】,冲突,推进,4,0.8,0.5,0.0,0.5,张辽被擒，战局急转直下,1,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__006,6,【第六场】,收束,收束,3,0.6,0.125,0.0,0.125,貂蝉从悲呼到被擒，标志其命运由主动转向被动，为后续处置埋下伏笔。,0,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__007,7,【第七场】,收束,收束,3,0.6,0.125,0.0,0.125,陈宫从悲叹状态突遭擒拿，情节急转直下，标志其命运终结。,0,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__008,8,【第八场】,高潮,高潮,5,1.0,0.1111,0.1111,0.2222,吕布从犹豫到决意死战，但随即被擒，剧情急转直下。,1,scene_metrics
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__009,9,【第九场】,高潮,高潮,5,1.0,0.9101,0.1461,1.0562,刘备以丁原、董卓故事提醒曹操，促使曹操决定斩杀吕布，导致吕布命运转折,1,scene_metrics
pdf_01000000__01002013___a1d909916b,华容道,01000000,1000000,《戏考》,《戏考》（1000000）,01002013,华容道,pdf_01000000__01002013___a1d909916b__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__scene__001,1,【第一场】,冲突,对峙,4,1.0,6.9,0.2,7.1,赵艳容从顺从转为反抗，决定装疯以抗婚,1,scene_metrics
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__scene__002,2,【第二场】,高潮,对峙,4,1.0,1.3529,0.1176,1.4706,赵艳容以疯癫为掩护，公开挑战秦王权威，冲突达到顶点。,1,scene_metrics
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__scene__001,1,【第一场】,铺垫,推进,3,0.75,1.08,0.1,1.18,程咬金透露圣上亲来取印及尉迟恭可能挂帅，引发秦琼不满，并教唆秦怀玉明日打尉迟恭，为后续冲突埋下伏笔。,1,scene_metrics
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__scene__002,2,【第二场】,高潮,高潮,4,1.0,1.6207,1.069,2.6897,秦琼从抗拒交印到接受现实，并借机为子求恩、教导尉迟恭，完成权力交接。,1,scene_metrics
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__scene__000,0,序幕/前置内容,铺垫,引子,1,0.2,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__scene__001,1,【第一场】,铺垫,引子,1,0.2,1.3333,0.6667,2.0,无转折，为后续剧情做人物背景铺垫。,0,scene_metrics
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__scene__002,2,【第二场】,冲突,推进,4,0.8,4.75,0.45,5.2,冲突升级：李俊、倪荣介入，从言语威胁到准备动手，并决定资助萧恩。,1,scene_metrics
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__scene__003,3,【第三场】,冲突,推进,4,0.8,0.5612,0.0255,0.5867,萧恩点穴制服大教师，冲突从言语升级为肢体。,1,scene_metrics
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__scene__004,4,【第五场】,收束,过渡,2,0.4,0.4091,0.0,0.4091,郭先生提出送官报复，冲突从直接对抗转向官场手段,0,scene_metrics
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__scene__005,5,【第六场】,高潮,高潮,5,1.0,3.7273,0.2727,4.0,萧恩从隐忍转向主动复仇，父女共同行动，冲突升级为暴力高潮。,1,scene_metrics
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,pdf_01000000__01002017___248eca40c2__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,pdf_01000000__01002017___248eca40c2__scene__001,1,【第一场】,发展,推进,3,0.75,10.4167,0.25,10.6667,高旺从避而不见到被迫现身，冲突从隐藏转为面对。,1,scene_metrics
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,pdf_01000000__01002017___248eca40c2__scene__002,2,【第二场】,冲突,推进,4,1.0,4.3333,0.8333,5.1667,冲突升级：张保识破高旺伪装，明确拒绝过关，双方从言语试探转为直接对抗。,1,scene_metrics
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,pdf_01000000__01002017___248eca40c2__scene__003,3,【第三场】,高潮,对峙,4,1.0,0.075,0.125,0.2,高旺展示黑风术并自称老祖宗，冲突升级并迅速收束,1,scene_metrics
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,pdf_01000000__01002017___248eca40c2__scene__004,4,【第四场】,冲突,推进,3,0.75,0.625,0.125,0.75,鞑婆出战但未能取胜，冲突升级但未解决。,1,scene_metrics
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,pdf_01000000__01002017___248eca40c2__scene__005,5,【第五场】,高潮,高潮,4,1.0,0.1538,0.0128,0.1667,高旺被迫变犬逃生后识破阵法弱点，以火攻反制，冲突升级为追击,1,scene_metrics
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,pdf_01000000__01002017___248eca40c2__scene__006,6,【第六场】,转折,反转,3,0.75,0.6774,0.0753,0.7527,高旺从敌对状态转为家庭团聚，发现妻子、儿子和儿媳的身份。,1,scene_metrics
pdf_01000000__01002018___8b683ca237,目莲救母,01000000,1000000,《戏考》,《戏考》（1000000）,01002018,目莲救母,pdf_01000000__01002018___8b683ca237__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,救,0,scene_metrics
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,pdf_01000000__01002019___9cf1474dd0__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,pdf_01000000__01002019___9cf1474dd0__scene__001,1,【第一场】,发展,推进,2,0.6667,13.125,0.75,13.875,金松从驱赶莫稽到主动提出招赘，关系发生根本转变。,1,scene_metrics
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,pdf_01000000__01002019___9cf1474dd0__scene__002,2,【第二场】,铺垫,引子,1,0.3333,0.0,0.0,0.0,无转折，仅为仪式性开场,0,scene_metrics
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,pdf_01000000__01002019___9cf1474dd0__scene__003,3,【第三场】,冲突,推进,3,1.0,4.6,0.6,5.2,莫稽暴露不思进取、甘为乞丐的志向，金玉奴从期望转为失望，决定随夫同行。,1,scene_metrics
pdf_01000000__01002020___b68a4c781b,白状元祭塔,01000000,1000000,《戏考》,《戏考》（1000000）,01002020,白状元祭塔,pdf_01000000__01002020___b68a4c781b__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01002020___b68a4c781b,白状元祭塔,01000000,1000000,《戏考》,《戏考》（1000000）,01002020,白状元祭塔,pdf_01000000__01002020___b68a4c781b__scene__001,1,【第一场】,铺垫,引子,1,0.25,0.1667,0.0,0.1667,无重大转折，但引出母亲受苦线索，为后续冲突埋下伏笔。,0,scene_metrics
pdf_01000000__01002020___b68a4c781b,白状元祭塔,01000000,1000000,《戏考》,《戏考》（1000000）,01002020,白状元祭塔,pdf_01000000__01002020___b68a4c781b__scene__002,2,【第二场】,高潮,高潮,4,1.0,0.7333,0.0,0.7333,母子重逢后被迫分离，白素贞欲讲述往事被中断，强化悲剧命运,1,scene_metrics
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,pdf_01000000__01003001___7e8bcc7c30__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,pdf_01000000__01003001___7e8bcc7c30__scene__001,1,【第一场】,发展,推进,3,0.75,2.7273,0.0,2.7273,范仲禹得知妻子被葛登云抢走，冲突对象明确，剧情转向寻妻复仇。,1,scene_metrics
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,pdf_01000000__01003001___7e8bcc7c30__scene__002,2,【第二场】,冲突,对峙,4,1.0,1.5909,0.0,1.5909,范仲禹从误打家院到直接与葛登云对峙，冲突公开化并升级。,1,scene_metrics
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,pdf_01000000__01003001___7e8bcc7c30__scene__003,3,【第一场】,铺垫,引子,1,0.25,0.0714,0.0,0.0714,无转折，为后续搭救行动做铺垫,0,scene_metrics
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,pdf_01000000__01003001___7e8bcc7c30__scene__004,4,【第二场】,冲突,高潮,4,1.0,0.1887,0.0,0.1887,杀神出现杀死葛虎，范仲禹从被动受害转为被救，但随即被葛登云下令打死，冲突升级。,1,scene_metrics
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,pdf_01000000__01003001___7e8bcc7c30__scene__005,5,【第三场】,发展,推进,3,0.75,22.3333,0.0,22.3333,范仲禹疯癫状态揭示其妻被霸占的线索，并受神点化，预示后续超自然情节。,1,scene_metrics
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,pdf_01000000__01003002___acc415186d__scene__000,0,序幕/前置内容,铺垫,引子,1,0.25,0.0238,0.0,0.0238,无转折，仅为剧情预告,0,scene_metrics
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,pdf_01000000__01003002___acc415186d__scene__001,1,【第一场】,发展,推进,3,0.75,2.2368,0.0789,2.3158,周瑜决定利用蒋干实施反间计，为后续盗书埋下伏笔,1,scene_metrics
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,pdf_01000000__01003002___acc415186d__scene__002,2,【第二场】,发展,推进,3,0.75,3.1667,0.6667,3.8333,蒋干盗信逃回江东，反间计正式启动。,1,scene_metrics
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,pdf_01000000__01003002___acc415186d__scene__003,3,【第三场】,发展,推进,4,1.0,7.7857,0.8571,8.6429,诸葛亮立军令状，冲突升级；蔡中蔡和诈降，埋下反间伏笔。,1,scene_metrics
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,pdf_01000000__01003002___acc415186d__scene__004,4,【第六场】,高潮,高潮,4,1.0,2.8,0.2,3.0,鲁肃从担忧到明白真相，曹操中计损失箭矢,1,scene_metrics
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,pdf_01000000__01003002___acc415186d__scene__005,5,【第七场】,收束,收束,1,0.25,2.5,0.0,2.5,无重大转折，为草船借箭事件的收尾,0,scene_metrics
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,pdf_01000000__01003002___acc415186d__scene__006,6,【第八场】,发展,推进,2,0.5,0.5263,0.0526,0.5789,周瑜对诸葛亮从轻视转为惊叹，关系微妙变化。,0,scene_metrics
pdf_01000000__01003003___c9d807e88a,桑园会,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,pdf_01000000__01003003___c9d807e88a__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003003___c9d807e88a,桑园会,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,pdf_01000000__01003003___c9d807e88a__scene__001,1,【第一场】,铺垫,引子,1,0.25,0.5,0.25,0.75,无转折，为后续归家情节做铺垫,0,scene_metrics
pdf_01000000__01003003___c9d807e88a,桑园会,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,pdf_01000000__01003003___c9d807e88a__scene__002,2,【第二场】,高潮,高潮,4,1.0,32.3333,8.6667,41.0,秋胡调戏罗氏导致夫妻关系破裂，罗氏自尽未遂，秋母介入迫使秋胡认错。,1,scene_metrics
pdf_01000000__01003005___ee5df368d2,拾黄金,01000000,1000000,《戏考》,《戏考》（1000000）,01003005,拾黄金,pdf_01000000__01003005___ee5df368d2__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003006___ee399229b8,辕门斩子,01000000,1000000,《戏考》,《戏考》（1000000）,01003006,辕门斩子,pdf_01000000__01003006___ee399229b8__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,pdf_01000000__01003008___7111d9396e__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,pdf_01000000__01003008___7111d9396e__scene__001,1,【第一场】,铺垫,引子,1,0.2,1.5,0.0,1.5,无转折，仅为出行准备,0,scene_metrics
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,pdf_01000000__01003008___7111d9396e__scene__002,2,【第二场】,铺垫,引子,1,0.2,0.25,0.0,0.25,无显著转折，仅为开场铺垫。,0,scene_metrics
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,pdf_01000000__01003008___7111d9396e__scene__003,3,【第三场】,过渡,过渡,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,pdf_01000000__01003008___7111d9396e__scene__004,4,【第四场】,高潮,高潮,5,1.0,14.6,0.4,15.0,李后道出真实身份与冤情，包拯确认并决定回朝翻案。,1,scene_metrics
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,pdf_01000000__01003009___821dbef739__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,pdf_01000000__01003009___821dbef739__scene__001,1,【第一场】,铺垫,铺垫,1,0.25,0.2632,0.0395,0.3026,包拯以花灯大会替代御宴，为后续冲突埋下伏笔,0,scene_metrics
