doc_id,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,source_file,source_path,relative_path,title,aliases,alias_text,period_hint,genre_hint,synopsis,note_text,doc_tags,text_length,parse_quality_score,parse_quality_label,analysis_ready,parser_version,scene_count,role_count,dialogue_count,performance_count,relation_count,aggregated_relation_count,theme_count,aggregated_theme_count,entity_alias_count,theme_pair_count,llm_enabled,llm_model,state,raw_md_path,cleaned_md_path,structured_raw_json,structured_json
pdf_01000000__01002005___3f3e3fbcf3,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,01002005_落花园.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002005_落花园.pdf,01000000/01002005_落花园,落花园,杏元和番；二度梅,一名：《杏元和番》；一名：《二度梅》,唐,家庭戏,唐德宗时，卢杞陷害忠良，迫使陈杏元出塞和番。杏元投涧自尽，被神风吹至邹伯符家园，改名汪月英，被邹母收为义女。后卢杞事败，杏元终与梅生团圆。,此剧为《二度梅》故事之一折，又名《杏元和番》。,忠义；权谋；战争；家庭；离散；情爱,4891,0.37,low,False,2026-05-16-r6,1,3,2,2,0,0,5,5,0,10,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002005_落花园\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002005_落花园\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002005_落花园\structured.json
pdf_01000000__01002006___78213d9d3b,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,01002006_探阴山.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002006_探阴山.pdf,01000000/01002006_探阴山,探阴山,,《探阴山》,宋,公案戏,宋仁宗时，女子柳金蝉元宵观灯被无赖李保奸杀，移祸书生颜查散。包拯疑案，下阴曹查生死簿，发现判官徇私篡改。包拯私访阴山，得柳金蝉冤魂告知真相，怒铡判官，回阳世释颜查散，铡李保。,《戏考》收录，编号01002006。公案戏，包拯为主角，涉及阴曹判官徇私情节。,公案；忠义；神怪；冤案；正义,4980,0.37,low,False,2026-05-16-r6,1,3,1,1,0,0,4,4,0,6,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002006_探阴山\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002006_探阴山\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002006_探阴山\structured.json
pdf_01000000__01002007___67f109e2e1,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,01002007_打金枝.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002007_打金枝.pdf,01000000/01002007_打金枝,打金枝,绑子上殿；男绑子,一名《绑子上殿》；一名《男绑子》,唐,家庭戏,唐郭子仪平安史之乱后功高望重，其子郭暧娶公主。郭子仪夫妇寿辰，公主不拜寿，郭暧醉打公主。公主回宫哭诉，郭子仪绑子上殿请罪，唐王以家事宽恕，父子谢恩。,《戏考》收录，编号01002007。剧情以家庭矛盾为核心，展现帝王家事处理。,家庭；忠义；喜剧,5217,0.37,low,False,2026-05-16-r6,1,5,2,2,0,0,3,3,0,3,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002007_打金枝\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002007_打金枝\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002007_打金枝\structured.json
pdf_01000000__01002008___7e0325cb8b,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,01002008_八义图.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002008_八义图.pdf,01000000/01002008_八义图,八义图,搜孤救孤；程婴舍子,一名：《搜孤救孤》；一名：《程婴舍子》,晋,家庭戏,春秋时晋国佞臣屠岸贾诬赵盾弑君，抄斩赵氏。赵朔妻逃入宫生孤儿赵武，托门客程婴、公孙杵臼保护。程婴舍子，公孙杵臼舍命，救下孤儿。后赵武长大，诛屠岸贾报仇，程婴自杀以报公孙杵臼。,此剧为《八义图》全本，别名《搜孤救孤》《程婴舍子》，属家庭戏，以忠义救孤为核心。,忠义；家庭；权谋,13062,0.999,high,True,2026-05-16-r6,4,4,168,168,48,16,16,10,0,22,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002008_八义图\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002008_八义图\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002008_八义图\structured.json
pdf_01000000__01002009___15e6fa6cec,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,01002009_鱼肠剑.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002009_鱼肠剑.pdf,01000000/01002009_鱼肠剑,鱼肠剑,子胥投吴；吹箫乞食；芦中人；浣纱女,一名《子胥投吴》；一名《吹箫乞食》；剧情含《芦中人》《浣纱女》,明,历史戏,伍子胥逃出昭关，遇渔丈人、浣纱女相助，二人投江明志。至吴国吹箫行乞，与专诸结义。后说动公子姬光，委以重任，命专诸刺王僚，终破吴国，称霸中原。,《戏考》收录，含《芦中人》《浣纱女》情节，为历史战争戏。,忠义；权谋；战争；复仇；孝义,10960,1.0,high,True,2026-05-16-r6,5,7,123,123,42,26,20,13,0,22,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002009_鱼肠剑\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002009_鱼肠剑\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002009_鱼肠剑\structured.json
pdf_01000000__01002010___3013c653cd,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,01002010_钓金龟.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002010_钓金龟.pdf,01000000/01002010_钓金龟,钓金龟,张义得宝；孟津河,一名《张义得宝》；一名《孟津河》,,家庭戏,张媪家贫，次子张义孝母，钓得金龟。长子张仁中进士任相符县，其妻独赴任所。张义闻讯，持母杖前往责兄不孝。,《戏考》收录，家庭戏，剧情围绕孝道与兄弟矛盾展开。,家庭；孝道；忠义,8318,0.3,low,False,2026-05-16-r6,1,2,2,2,0,0,4,4,0,6,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002010_钓金龟\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002010_钓金龟\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002010_钓金龟\structured.json
pdf_01000000__01002011___1a9416b419,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,01002011_梅龙镇.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002011_梅龙镇.pdf,01000000/01002011_梅龙镇,梅龙镇,游龙戏凤；下江南,一名：《游龙戏凤》；一名：《下江南》,明,家庭戏,明武宗微服游至梅龙镇，投宿李龙家。李龙外出，其妹凤姐招待。帝见凤姐貌美，借端戏谑，后示龙衮表明身份。凤姐惊跪，帝慰之，纳为妃。,《戏考》收录，版本为传统京剧，剧情以调情、身份揭示为核心，表演注重生旦对戏。,情爱；喜剧；家庭,18986,0.93,high,True,2026-05-16-r6,3,2,275,275,11,2,13,12,0,27,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002011_梅龙镇\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002011_梅龙镇\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002011_梅龙镇\structured.json
pdf_01000000__01002012___6c0f4ca58e,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,01002012_白门楼.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002012_白门楼.pdf,01000000/01002012_白门楼,白门楼,白门楼,白门楼,魏,历史戏,曹操攻吕布于下邳，吕布沉迷酒色，不听陈宫劝谏。部将宋宪、魏续、侯成盗马献曹，吕布出战大败，醉倒白门楼被擒。陈宫骂曹被斩，吕布求饶，刘备以丁原、董卓故事劝曹杀布。张辽被俘，经关羽求情归降。,《戏考》收录，版本为传统京剧，剧情围绕吕布之败与白门楼被擒展开。,战争；权谋；忠义,11127,0.993,high,True,2026-05-16-r6,10,5,207,207,142,81,29,12,4,23,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002012_白门楼\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002012_白门楼\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002012_白门楼\structured.json
pdf_01000000__01002013___a1d909916b,01000000,1000000,《戏考》,《戏考》（1000000）,01002013,华容道,01002013_华容道.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002013_华容道.pdf,01000000/01002013_华容道,华容道,挡曹,一名：《挡曹》,三国,历史戏,赤壁之战后，曹操败走华容道，遇关羽拦截。关羽念及旧恩，不顾军令状，放走曹操，后因刘备求情免于军法处置。,《戏考》收录，别名《挡曹》，为历史战争戏，突出关羽重义性格。,忠义；战争；权谋,4228,0.3,low,False,2026-05-16-r6,1,2,2,2,0,0,4,4,3,6,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002013_华容道\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002013_华容道\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002013_华容道\structured.json
pdf_01000000__01002014___534d1c1fdb,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,01002014_宇宙锋.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002014_宇宙锋.pdf,01000000/01002014_宇宙锋,宇宙锋,金殿装疯,一名：《金殿装疯》,秦,历史戏,秦二世胡亥荒淫暴虐，宠信赵高。赵高有女赵艳容，美而寡。胡亥欲纳为后，赵高欣然允之。赵艳容不从，在哑婢教唆下装疯，胡言乱语。赵高奏报女疯，胡亥不信，召赵艳容上殿。赵艳容痛骂胡亥，胡亥无奈放还。,版本：《戏考》（1000000）收录，作品编码01002014。,忠义；权谋；家庭；抗争,7435,1.0,high,True,2026-05-16-r6,3,3,101,101,32,15,10,9,0,12,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002014_宇宙锋\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002014_宇宙锋\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002014_宇宙锋\structured.json
pdf_01000000__01002015___26a42a307f,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,01002015_取帅印.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002015_取帅印.pdf,01000000/01002015_取帅印,取帅印,取帅印,《取帅印》,唐,历史戏,唐太宗欲征高丽，因秦琼病重，拟以尉迟恭代挂帅印。程咬金夜访秦琼，劝其荐子秦怀玉。次日太宗亲至秦府探病取印，秦琼荐子未果，终将帅印交予尉迟恭，但借端呵斥，尉迟恭忍气受之。,出自《戏考》，作品编码01002015。剧情围绕帅印归属展开，展现功臣间的权力博弈与君臣关系。,忠义；权谋；战争,11533,1.0,high,True,2026-05-16-r6,3,4,151,151,52,30,9,8,0,10,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002015_取帅印\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002015_取帅印\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002015_取帅印\structured.json
pdf_01000000__01002016___7c4fa6e0d0,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,01002016_打渔杀家.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002016_打渔杀家.pdf,01000000/01002016_打渔杀家,打渔杀家,庆顶珠；讨鱼税,一名《庆顶珠》；一名《讨鱼税》,宋,家庭戏,梁山好汉阮小五（化名萧恩）不愿招安，以捕鱼为生。土豪丁某强索鱼税，萧恩不从，遭丁家教师爷率众殴打。萧恩愤而携女桂英夜闯丁府，杀死丁某全家后逃亡。,剧本中阮小五化名萧恩，或为隐名。,反抗；家庭；复仇,25745,0.982,high,True,2026-05-16-r6,6,5,395,395,86,45,19,12,0,20,True,deepseek-chat,combined,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002016_打渔杀家\audit\raw_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002016_打渔杀家\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002016_打渔杀家\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002016_打渔杀家\structured.json
pdf_01000000__01002017___248eca40c2,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,01002017_黑风帕.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002017_黑风帕.pdf,01000000/01002017_黑风帕,黑风帕,牧虎关；背鞭认子,一名：《牧虎关》；一名：《背鞭认子》,宋,历史戏,宋将高旺因愤潘仁美陷害忠良，弃妻出关隐居。后佘太君命杨八妹乔装搬请高旺助战。高旺行至牧虎关，与守关的妻子、儿媳交战，法术被破，最终一家团聚。,版本为《戏考》收录，含高旺戏弄儿媳的喜剧段落，以及夫妻相认的悲喜情节。,忠义；战争；家庭；离散；喜剧,18627,0.986,high,True,2026-05-16-r6,7,6,349,349,57,19,25,19,0,41,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002017_黑风帕\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002017_黑风帕\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002017_黑风帕\structured.json
pdf_01000000__01002018___8b683ca237,01000000,1000000,《戏考》,《戏考》（1000000）,01002018,目莲救母,01002018_目莲救母.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002018_目莲救母.pdf,01000000/01002018_目莲救母,目莲救母,目莲救母,《目莲救母》,,家庭戏,目莲一家行善，其母常颂经戒杀。后目莲及父兄先后被佛度去，其母因不解而破戒毁佛，死后受冥刑。目莲寻母至地狱，施佛力救母出狱。,事虽近于迷信，而神道设教，未始不可挽救人心，惩劝末俗也。,家庭；神话；因果；救赎,5399,0.37,low,False,2026-05-16-r6,1,3,1,1,0,0,6,6,0,15,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002018_目莲救母\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002018_目莲救母\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002018_目莲救母\structured.json
pdf_01000000__01002019___9cf1474dd0,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,01002019_红鸾禧.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002019_红鸾禧.pdf,01000000/01002019_红鸾禧,红鸾禧,棒打薄情郎,一名：《棒打薄情郎》,,家庭戏,临安丐头金大，节衣缩食，生女玉奴，才貌出众。金大欲招赘读书种子，适有秀才莫稽贫寒落魄，金遂婿之。莫稽入赘后专心攻读，一举成名，职授无为军同户。,,家庭；婚姻；贫富,13022,1.0,high,True,2026-05-16-r6,4,4,140,140,24,10,12,10,0,13,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002019_红鸾禧\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002019_红鸾禧\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002019_红鸾禧\structured.json
pdf_01000000__01002020___b68a4c781b,01000000,1000000,《戏考》,《戏考》（1000000）,01002020,白状元祭塔,01002020_白状元祭塔.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01002020_白状元祭塔.pdf,01000000/01002020_白状元祭塔,白状元祭塔,白状元祭塔,白状元祭塔,,神话戏,许仙之妻白氏为白蛇妖，被法海镇压于雷峰塔下。其子许仕林考中状元，奉旨祭塔，与母亲相见。白氏哭诉往事，痛恨许仙薄幸、法海狠毒，许仕林虽为孝子却无力救母，叹惜而归。,此剧事实荒诞，听者付之一笑可也。,神话；家庭；离散；情爱,2829,0.83,high,True,2026-05-16-r6,3,2,46,46,10,6,10,7,0,11,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002020_白状元祭塔\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002020_白状元祭塔\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01002020_白状元祭塔\structured.json
pdf_01000000__01003001___7e8bcc7c30,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,01003001_琼林宴【前本】.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003001_琼林宴【前本】.pdf,01000000/01003001_琼林宴【前本】,琼林宴,问樵闹府·打棍出箱,一名《问樵闹府·打棍出箱》,宋,公案戏,范仲禹进京赴试，妻儿失散，忧郁成疯。遇樵夫得知妻被奸相葛登云抢去，遂往索妻。葛假意款待，夜遣仆杀范，反被神殛。葛命人打死范藏箱中，弃郊外。时范中状元，报喜者拦箱，范忽从箱中起，状类疯人，终被认出。,此剧分《问樵》《闹府》《打棍》《出箱》四节，后本尚有《黑驴告状》等出，今多不演。谭鑫培（叫天）演此最为绝唱，贵俊卿亦得三昧。剧本原附会范仲淹，实为范仲禹。,离散；公案；疯癫；科举；奸相,15668,0.989,high,True,2026-05-16-r6,6,6,239,239,51,29,21,20,0,28,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003001_琼林宴【前本】\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003001_琼林宴【前本】\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003001_琼林宴【前本】\structured.json
pdf_01000000__01003002___acc415186d,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,01003002_群英会.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003002_群英会.pdf,01000000/01003002_群英会,群英会,蒋干中计；蒋干盗书；草船借箭；诸葛借箭,一名：《蒋干中计》；一名：《蒋干盗书》；带：《草船借箭》；一名：《诸葛借箭》,三国,历史戏,曹操得荆襄后率军南下，孙刘联合抗曹。周瑜忌诸葛亮之才，设计反间蒋干盗书使曹操杀水军将领蔡瑁、张允。后又令诸葛亮造箭，诸葛亮草船借箭。黄盖用苦肉计诈降曹操，为火攻做准备。,此剧以用计斗智见长，情节层层递进，为三国戏精华。配演需各具特色，如鲁肃忠厚、诸葛亮从容、周瑜英爽、蒋干局促。昔有谭鑫培、朱素云、罗百岁、贵俊卿合演，珠联璧合。,权谋；战争；忠义；智斗,27252,0.998,high,True,2026-05-16-r6,7,13,318,318,124,54,20,11,4,19,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003002_群英会\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003002_群英会\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003002_群英会\structured.json
pdf_01000000__01003003___c9d807e88a,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,01003003_桑园会.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003003_桑园会.pdf,01000000/01003003_桑园会,桑园会,秋胡戏妻；马蹄金；辞楚归鲁,一名：《秋胡戏妻》；一名：《马蹄金》；一名：《辞楚归鲁》,春秋时期,家庭戏,秋胡离家二十载，官至光禄大夫后归乡，途中见一采桑妇，疑为己妻，以金调戏。妇拒之。归家方知采桑妇即其妻罗氏。罗氏羞愤自缢，被救后经秋母劝解，夫妻和好。,此剧多流水快板，须生、青衫均重唱工，须生尤须唱得流转如意。版本与《列女传》记载有出入，如秋胡妻未死，结局改为团圆。,家庭；情爱；离散,12426,1.0,high,True,2026-05-16-r6,3,3,127,127,16,8,9,8,0,10,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003003_桑园会\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003003_桑园会\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003003_桑园会\structured.json
pdf_01000000__01003005___ee5df368d2,01000000,1000000,《戏考》,《戏考》（1000000）,01003005,拾黄金,01003005_拾黄金.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003005_拾黄金.pdf,01000000/01003005_拾黄金,拾黄金,财迷传；化子拾金,一名：《财迷传》；一名：《化子拾金》,,喜剧,丐者范陶于雪中拾得黄金一锭，喜极入魔，骤得财迷。忽而哭，忽而笑，忽而指金怒骂，借演唱发挥喜怒哀乐。,白中冷嘲热骂，使患金钱热者及铜臭骄人之辈心动。系丑角单幕独角戏，寓言讽世，寄慨甚深。李百岁唱此最工，或谓脱胎昆剧《罗梦》。,喜剧；讽刺；金钱；独角戏,4361,0.3,low,False,2026-05-16-r6,1,1,2,2,0,0,3,3,0,3,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003005_拾黄金\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003005_拾黄金\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003005_拾黄金\structured.json
pdf_01000000__01003006___ee399229b8,01000000,1000000,《戏考》,《戏考》（1000000）,01003006,辕门斩子,01003006_辕门斩子.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003006_辕门斩子.pdf,01000000/01003006_辕门斩子,辕门斩子,白虎堂,一名：《白虎堂》,宋,家庭戏,宋将杨延昭征剿穆柯寨，其子杨宗保被穆桂英擒逼成亲。杨延昭怒其临阵招亲，违犯军法，欲斩宗保。佘太君、八贤王求情不允，后穆桂英献降龙木强请赦免，杨延昭畏其强而允之。,此戏去杨延昭之须生最为吃重，须唱做兼工者演时方有精彩。,忠义；家庭；战争；情爱,13881,0.37,low,False,2026-05-16-r6,1,8,1,1,0,0,5,5,0,10,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003006_辕门斩子\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003006_辕门斩子\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003006_辕门斩子\structured.json
pdf_01000000__01003008___7111d9396e,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,01003008_断太后.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003008_断太后.pdf,01000000/01003008_断太后,断太后,赵州桥；天齐庙,一名：《赵州桥》；一名：《天齐庙》,宋,家庭戏,包拯陈州放粮回京，途经赵州桥，狂风刮去轿顶，知有冤情，驻天齐庙放告。李后因狸猫换子被刘妃陷害，流落寒窑，闻讯前来诉冤。包拯验明其身份后，迎回京城。,《戏考》收录，版本为传统京剧。剧情涉及狸猫换太子故事，包拯与李后相认情节。,家庭；公案；忠义,8214,1.0,high,True,2026-05-16-r6,5,3,85,85,26,14,17,10,0,15,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003008_断太后\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003008_断太后\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003008_断太后\structured.json
pdf_01000000__01003009___821dbef739,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,01003009_打龙袍.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003009_打龙袍.pdf,01000000/01003009_打龙袍,打龙袍,断太后；断后龙袍,此剧以《断太后》为前后本，全演者本连称《断后龙袍》。,宋,家庭戏,包拯得知李后冤情，借花灯会以《清风亭》等戏打动宋仁宗，并奏明真相。仁宗查明后迎回李后，李后怒其不孝，赐包拯紫金棍责帝，包拯以打龙袍代君受罚。,此剧出自稗官，与《宋史》记载有异。史载李宸妃卒于宫中，未流落民间，刘后亦未以狸猫换主。全剧常与《断太后》连演，称《断后龙袍》。,家庭；忠义；公案,9581,0.986,high,True,2026-05-16-r6,7,6,141,141,72,28,24,13,0,28,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003009_打龙袍\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003009_打龙袍\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003009_打龙袍\structured.json
pdf_01000000__01003010___2fda4a58c1,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,01003010_战蒲关.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003010_战蒲关.pdf,01000000/01003010_战蒲关,战蒲关,吃人肉；杀妾犒军,一名：《吃人肉》；一名：《杀妾犒军》,汉,家庭戏,汉将王霸守蒲关，被胡英围困，粮尽援绝，城内人相食。王霸欲杀爱妾徐艳贞犒军，闻其祷祝不忍。后因兵变，命仆刘忠借饷，刘忠暗示后，徐艳贞夺剑自刎，刘忠亦死。王霸烹尸犒军，军心感奋，终得援军解围。,此戏去刘忠者为重头，须得极有做工之须生演之方佳。,忠义；战争；家庭,8506,0.968,high,True,2026-05-16-r6,4,3,151,151,28,10,15,9,0,19,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003010_战蒲关\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003010_战蒲关\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003010_战蒲关\structured.json
