doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_index,scene,theme_stage,theme_label_raw,theme_label,theme_strength,theme_role_links,evidence,derived_by
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,1,【第一场】,【第一场】,道德抉择,道德抉择,1,丫鬟；媒婆；家院；江氏；韩廷凤,韩廷凤新婚之夜发现新娘江氏因丈夫病重被迫卖身，心生怜悯，退还婚书并赠银百两，送其回家团聚。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,2,【第二场】,【第二场】,恩义,忠义,1,吴惠泉；家院；江氏,江氏被韩员外送回，吴惠泉得知韩员外烧毁婚书、退还聘礼并赠银百两，夫妻感激，准备前去叩谢。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,2,【第二场】,【第二场】,夫妻团圆,亲情,1,吴惠泉；家院；江氏,江氏被韩员外送回，吴惠泉得知韩员外烧毁婚书、退还聘礼并赠银百两，夫妻感激，准备前去叩谢。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,2,【第二场】,【第二场】,善行,善行,1,吴惠泉；家院；江氏,江氏被韩员外送回，吴惠泉得知韩员外烧毁婚书、退还聘礼并赠银百两，夫妻感激，准备前去叩谢。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,3,【第三场】,【第三场】,报恩,报恩,1,吴惠泉；江氏；韩廷凤,吴惠泉夫妇跪谢韩廷凤恩情，韩廷凤解释不再娶妻，吴惠泉提议买子报恩，韩廷凤同意但要求远乡买子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,3,【第三场】,【第三场】,子嗣,子嗣,1,吴惠泉；江氏；韩廷凤,吴惠泉夫妇跪谢韩廷凤恩情，韩廷凤解释不再娶妻，吴惠泉提议买子报恩，韩廷凤同意但要求远乡买子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,3,【第三场】,【第三场】,善行,善行,1,吴惠泉；江氏；韩廷凤,吴惠泉夫妇跪谢韩廷凤恩情，韩廷凤解释不再娶妻，吴惠泉提议买子报恩，韩廷凤同意但要求远乡买子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,4,【第四场】,【第四场】,贫寒,贫寒,1,金氏；韩遇运,金氏因家贫欲卖韩遇运，韩遇运不愿，金氏告知其非亲生，韩遇运震惊，母子面临分离。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,4,【第四场】,【第四场】,身世,身世,1,金氏；韩遇运,金氏因家贫欲卖韩遇运，韩遇运不愿，金氏告知其非亲生，韩遇运震惊，母子面临分离。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,4,【第四场】,【第四场】,母子分离,亲情,1,金氏；韩遇运,金氏因家贫欲卖韩遇运，韩遇运不愿，金氏告知其非亲生，韩遇运震惊，母子面临分离。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,5,【第五场】,【第五场】,买卖,买卖,1,吴惠泉；金氏,吴惠泉归家途中遇金氏卖子，以五十两银子买下韩遇运为子，金氏含泪告别养子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,5,【第五场】,【第五场】,离别,离散,1,吴惠泉；金氏,吴惠泉归家途中遇金氏卖子，以五十两银子买下韩遇运为子，金氏含泪告别养子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,5,【第五场】,【第五场】,恩情,情爱,1,吴惠泉；金氏,吴惠泉归家途中遇金氏卖子，以五十两银子买下韩遇运为子，金氏含泪告别养子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,5,【第五场】,【第五场】,收养,收养,1,吴惠泉；金氏,吴惠泉归家途中遇金氏卖子，以五十两银子买下韩遇运为子，金氏含泪告别养子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,6,【第六场】,【第六场】,父子重逢,亲情,1,吴惠泉；韩廷凤；韩遇运,吴惠泉将买来的孩童韩遇运送给韩廷凤为子，韩廷凤发现韩遇运正是自己失散多年的亲生儿子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,6,【第六场】,【第六场】,因果报应,因果报应,1,吴惠泉；韩廷凤；韩遇运,吴惠泉将买来的孩童韩遇运送给韩廷凤为子，韩廷凤发现韩遇运正是自己失散多年的亲生儿子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,6,【第六场】,【第六场】,恩情回报,情爱,1,吴惠泉；韩廷凤；韩遇运,吴惠泉将买来的孩童韩遇运送给韩廷凤为子，韩廷凤发现韩遇运正是自己失散多年的亲生儿子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,0,序幕/前置内容,序幕/前置内容,战争,战争,1,,# 《硃砂痣》 （一名：《行善得子》）,keyword
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,0,序幕/前置内容,序幕/前置内容,家国,家国,1,,# 《硃砂痣》 （一名：《行善得子》）,keyword
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《硃砂痣》 （一名：《行善得子》）,keyword
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,0,序幕/前置内容,序幕/前置内容,情爱,情爱,1,,# 《硃砂痣》 （一名：《行善得子》）,keyword
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《硃砂痣》 （一名：《行善得子》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,1,【第一场】,【第一场】,忠君尽职,忠义,1,二衙役；田单；衙役乙；衙役甲,田单深夜掌灯巡街，命衙役盘查可疑之人。衙役甲、乙发现并捉拿一名犯夜者，准备向田单讨赏。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,1,【第一场】,【第一场】,执法严明,执法严明,1,二衙役；田单；衙役乙；衙役甲,田单深夜掌灯巡街，命衙役盘查可疑之人。衙役甲、乙发现并捉拿一名犯夜者，准备向田单讨赏。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,2,【第二场】,【第二场】,忠奸对立,忠义,1,乳娘；伊立；四校尉；家院；田单；田法章,伊立率校尉搜府，田单让田法章扮成小妹，与乳娘一同应对。伊立怀疑世子藏匿，田单周旋，伊立坚持要见田姑娘。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,2,【第二场】,【第二场】,智谋与伪装,权谋,1,乳娘；伊立；四校尉；家院；田单；田法章,伊立率校尉搜府，田单让田法章扮成小妹，与乳娘一同应对。伊立怀疑世子藏匿，田单周旋，伊立坚持要见田姑娘。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,2,【第二场】,【第二场】,权力压迫,权力压迫,1,乳娘；伊立；四校尉；家院；田单；田法章,伊立率校尉搜府，田单让田法章扮成小妹，与乳娘一同应对。伊立怀疑世子藏匿，田单周旋，伊立坚持要见田姑娘。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,0,序幕/前置内容,序幕/前置内容,权谋,权谋,1,,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,0,序幕/前置内容,序幕/前置内容,战争,战争,1,,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,0,序幕/前置内容,序幕/前置内容,家国,家国,1,,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,0,序幕/前置内容,序幕/前置内容,公案,公案,1,,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,0,序幕/前置内容,序幕/前置内容,情爱,情爱,1,,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,1,【第一场】,【第一场】,逃亡,悲情,1,东皋公；伍员；童儿,伍员逃至昭关，遇隐士东皋公。东皋公识破其身份，告知必经昭关，并邀其暂住家中，承诺助其出关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,1,【第一场】,【第一场】,忠孝,忠义,1,东皋公；伍员；童儿,伍员逃至昭关，遇隐士东皋公。东皋公识破其身份，告知必经昭关，并邀其暂住家中，承诺助其出关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,1,【第一场】,【第一场】,隐士相助,隐士相助,1,东皋公；伍员；童儿,伍员逃至昭关，遇隐士东皋公。东皋公识破其身份，告知必经昭关，并邀其暂住家中，承诺助其出关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,2,【第二场】,【第二场】,忠孝,忠义,1,东皋公；伍员；童儿,伍员被困昭关，夜不能寐，悲愤交加，东皋公设计助其过关，发现伍员须发皆白，恰可蒙混过关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,2,【第二场】,【第二场】,复仇,复仇,1,东皋公；伍员；童儿,伍员被困昭关，夜不能寐，悲愤交加，东皋公设计助其过关，发现伍员须发皆白，恰可蒙混过关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,2,【第二场】,【第二场】,困境与转机,困境与转机,1,东皋公；伍员；童儿,伍员被困昭关，夜不能寐，悲愤交加，东皋公设计助其过关，发现伍员须发皆白，恰可蒙混过关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,2,【第二场】,【第二场】,智谋,权谋,1,东皋公；伍员；童儿,伍员被困昭关，夜不能寐，悲愤交加，东皋公设计助其过关，发现伍员须发皆白，恰可蒙混过关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,3,【第四场】,【第四场】,智谋,权谋,1,东皋公；伍员；皇甫讷；童儿,东皋公邀请皇甫讷，利用其与伍员相貌相似，设计让伍员扮作随从混出昭关，皇甫讷扮作伍员被擒。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,3,【第四场】,【第四场】,复仇,复仇,1,东皋公；伍员；皇甫讷；童儿,东皋公邀请皇甫讷，利用其与伍员相貌相似，设计让伍员扮作随从混出昭关，皇甫讷扮作伍员被擒。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,3,【第四场】,【第四场】,忠义,忠义,1,东皋公；伍员；皇甫讷；童儿,东皋公邀请皇甫讷，利用其与伍员相貌相似，设计让伍员扮作随从混出昭关，皇甫讷扮作伍员被擒。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,4,【第五场】,【第五场】,智谋,权谋,1,四青袍；皇甫讷；米南适,皇甫讷假扮伍子胥到昭关挂号，米南适见其与图形相似，下令将其绑赴帅府。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,4,【第五场】,【第五场】,逃亡,悲情,1,四青袍；皇甫讷；米南适,皇甫讷假扮伍子胥到昭关挂号，米南适见其与图形相似，下令将其绑赴帅府。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,4,【第五场】,【第五场】,身份伪装,身份伪装,1,四青袍；皇甫讷；米南适,皇甫讷假扮伍子胥到昭关挂号，米南适见其与图形相似，下令将其绑赴帅府。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,5,【第六场】,【第六场】,复仇,复仇,1,伍员,伍员庆幸已过昭关，拜谢东皋公与皇甫讷后，决意继续奔往吴国，完成复仇大业。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,5,【第六场】,【第六场】,逃亡,悲情,1,伍员,伍员庆幸已过昭关，拜谢东皋公与皇甫讷后，决意继续奔往吴国，完成复仇大业。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,5,【第六场】,【第六场】,感恩,感恩,1,伍员,伍员庆幸已过昭关，拜谢东皋公与皇甫讷后，决意继续奔往吴国，完成复仇大业。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,6,【第七场】,【第七场】,智谋,权谋,1,东皋公；四青袍；皇甫讷；米南适,东皋公设计让皇甫讷冒充伍子胥被擒，米南适误抓后经东皋公说情释放，伍子胥得以混出昭关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,6,【第七场】,【第七场】,误会,误会,1,东皋公；四青袍；皇甫讷；米南适,东皋公设计让皇甫讷冒充伍子胥被擒，米南适误抓后经东皋公说情释放，伍子胥得以混出昭关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,6,【第七场】,【第七场】,忠义,忠义,1,东皋公；四青袍；皇甫讷；米南适,东皋公设计让皇甫讷冒充伍子胥被擒，米南适误抓后经东皋公说情释放，伍子胥得以混出昭关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,0,序幕/前置内容,序幕/前置内容,家国,家国,1,,# 《文昭关》 （一名：《一夜白须》）,keyword
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《文昭关》 （一名：《一夜白须》）,keyword
pdf_01000000__01001011___b32a64375f,文昭关,01000000,1000000,《戏考》,《戏考》（1000000）,01001011,文昭关,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《文昭关》 （一名：《一夜白须》）,keyword
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,1,【第一场】,【第一场】,智谋与冒险,权谋,1,刘备；刘封；周瑜；四红龙套；张飞；甘宁；诸葛亮；赵云,刘备接东吴书信，诸葛亮识破周瑜奸计，仍劝刘备过江赴宴，仅派赵云保驾。张飞怒责诸葛亮，周瑜准备江口相迎。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,1,【第一场】,【第一场】,忠诚与质疑,忠义,1,刘备；刘封；周瑜；四红龙套；张飞；甘宁；诸葛亮；赵云,刘备接东吴书信，诸葛亮识破周瑜奸计，仍劝刘备过江赴宴，仅派赵云保驾。张飞怒责诸葛亮，周瑜准备江口相迎。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,2,【第三场】,【第三场】,权谋,权谋,1,刘备；周瑜；甘宁；赵云,刘备与周瑜在江上会面，周瑜邀请刘备过船，刘备谨慎应对，赵云随行护卫，双方表面客气但暗藏机锋。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,2,【第三场】,【第三场】,试探,试探,1,刘备；周瑜；甘宁；赵云,刘备与周瑜在江上会面，周瑜邀请刘备过船，刘备谨慎应对，赵云随行护卫，双方表面客气但暗藏机锋。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,2,【第三场】,【第三场】,同盟与对抗,同盟与对抗,1,刘备；周瑜；甘宁；赵云,刘备与周瑜在江上会面，周瑜邀请刘备过船，刘备谨慎应对，赵云随行护卫，双方表面客气但暗藏机锋。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,3,【第四场】,【第四场】,权谋,权谋,1,刘备；周瑜；甘宁,周瑜设宴黄鹤楼，以吴侯之命为由挽留刘备，刘备欲探病被阻，二人表面客套实则暗藏机锋。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,3,【第四场】,【第四场】,试探,试探,1,刘备；周瑜；甘宁,周瑜设宴黄鹤楼，以吴侯之命为由挽留刘备，刘备欲探病被阻，二人表面客套实则暗藏机锋。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,3,【第四场】,【第四场】,鸿门宴,鸿门宴,1,刘备；周瑜；甘宁,周瑜设宴黄鹤楼，以吴侯之命为由挽留刘备，刘备欲探病被阻，二人表面客套实则暗藏机锋。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,4,【第五场】,【第五场】,智谋,权谋,1,刘备；周瑜；赵云；鲁肃,周瑜设宴黄鹤楼，向刘备索要荆州，刘备推诿，赵云与周瑜激烈争执，赵云用计盗得令箭，护刘备脱险，周瑜发现后大怒。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,4,【第五场】,【第五场】,忠诚,忠义,1,刘备；周瑜；赵云；鲁肃,周瑜设宴黄鹤楼，向刘备索要荆州，刘备推诿，赵云与周瑜激烈争执，赵云用计盗得令箭，护刘备脱险，周瑜发现后大怒。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,4,【第五场】,【第五场】,冲突,冲突,1,刘备；周瑜；赵云；鲁肃,周瑜设宴黄鹤楼，向刘备索要荆州，刘备推诿，赵云与周瑜激烈争执，赵云用计盗得令箭，护刘备脱险，周瑜发现后大怒。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,4,【第五场】,【第五场】,权力争夺,权力争夺,1,刘备；周瑜；赵云；鲁肃,周瑜设宴黄鹤楼，向刘备索要荆州，刘备推诿，赵云与周瑜激烈争执，赵云用计盗得令箭，护刘备脱险，周瑜发现后大怒。,llm
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,0,序幕/前置内容,序幕/前置内容,忠义,忠义,1,,# 《黄鹤楼》；# （一名：《过江赴宴》；一名：《竹中藏令》）,keyword
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,0,序幕/前置内容,序幕/前置内容,权谋,权谋,1,,# 《黄鹤楼》；# （一名：《过江赴宴》；一名：《竹中藏令》）,keyword
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,0,序幕/前置内容,序幕/前置内容,战争,战争,1,,# 《黄鹤楼》；# （一名：《过江赴宴》；一名：《竹中藏令》）,keyword
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,0,序幕/前置内容,序幕/前置内容,家国,家国,1,,# 《黄鹤楼》；# （一名：《过江赴宴》；一名：《竹中藏令》）,keyword
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,0,序幕/前置内容,序幕/前置内容,情爱,情爱,1,,# 《黄鹤楼》；# （一名：《过江赴宴》；一名：《竹中藏令》）,keyword
pdf_01000000__01001012___3dcca783f4,黄鹤楼,01000000,1000000,《戏考》,《戏考》（1000000）,01001012,黄鹤楼,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《黄鹤楼》；# （一名：《过江赴宴》；一名：《竹中藏令》）,keyword
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,1,【第一场】,【第一场】,忠君报国,忠义,1,内侍；刘禅；诸葛亮,诸葛亮上表请求北伐，刘禅虽不舍但最终同意，并承诺次日长亭饯行。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,1,【第一场】,【第一场】,北伐决策,北伐决策,1,内侍；刘禅；诸葛亮,诸葛亮上表请求北伐，刘禅虽不舍但最终同意，并承诺次日长亭饯行。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,1,【第一场】,【第一场】,君臣关系,家国,1,内侍；刘禅；诸葛亮,诸葛亮上表请求北伐，刘禅虽不舍但最终同意，并承诺次日长亭饯行。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,2,【第二场】,【第二场】,忠君报国,忠义,1,关兴；刘禅；太监；张苞；诸葛亮；赵云；马岱；魏延,刘禅与诸葛亮在长亭饯行，众将整装待发。诸葛亮嘱托朝中政务，刘禅赐酒送别，赵云表态报恩，大军起营出征。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,2,【第二场】,【第二场】,出征,出征,1,关兴；刘禅；太监；张苞；诸葛亮；赵云；马岱；魏延,刘禅与诸葛亮在长亭饯行，众将整装待发。诸葛亮嘱托朝中政务，刘禅赐酒送别，赵云表态报恩，大军起营出征。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,2,【第二场】,【第二场】,君臣信任,家国,1,关兴；刘禅；太监；张苞；诸葛亮；赵云；马岱；魏延,刘禅与诸葛亮在长亭饯行，众将整装待发。诸葛亮嘱托朝中政务，刘禅赐酒送别，赵云表态报恩，大军起营出征。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,3,【第三场】,【第三场】,忠勇,忠义,1,四绿龙套；姜维；报子；马遵,马遵因韩德父子战败而高悬免战牌，姜维主动请缨，受命率本部人马迎战赵云，并表达擒孔明捉赵云的决心。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,3,【第三场】,【第三场】,智谋,权谋,1,四绿龙套；姜维；报子；马遵,马遵因韩德父子战败而高悬免战牌，姜维主动请缨，受命率本部人马迎战赵云，并表达擒孔明捉赵云的决心。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,3,【第三场】,【第三场】,对抗,对抗,1,四绿龙套；姜维；报子；马遵,马遵因韩德父子战败而高悬免战牌，姜维主动请缨，受命率本部人马迎战赵云，并表达擒孔明捉赵云的决心。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,4,【第四场】,【第四场】,忠勇,忠义,1,姜维；赵云,赵云与姜维在战场相遇，赵云自报家门，姜维不惧并扬言擒拿赵云，二人交锋后姜维获胜，准备回营报功。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,4,【第四场】,【第四场】,对抗,对抗,1,姜维；赵云,赵云与姜维在战场相遇，赵云自报家门，姜维不惧并扬言擒拿赵云，二人交锋后姜维获胜，准备回营报功。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,4,【第四场】,【第四场】,英雄相惜,英雄相惜,1,姜维；赵云,赵云与姜维在战场相遇，赵云自报家门，姜维不惧并扬言擒拿赵云，二人交锋后姜维获胜，准备回营报功。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,5,【第五场】,【第五场】,智谋,权谋,1,关兴；四红龙套；张苞；诸葛亮；赵云；马岱；魏延,赵云败回，向诸葛亮汇报战况，提及姜维勇猛。诸葛亮下令众将，安排计策引姜维至凤凰山，欲一战定中原。,llm
pdf_01000000__01001013___2ec29dd171,天水关,01000000,1000000,《戏考》,《戏考》（1000000）,01001013,天水关,5,【第五场】,【第五场】,战争,战争,1,关兴；四红龙套；张苞；诸葛亮；赵云；马岱；魏延,赵云败回，向诸葛亮汇报战况，提及姜维勇猛。诸葛亮下令众将，安排计策引姜维至凤凰山，欲一战定中原。,llm
