doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,source,target,relation_type,weight,merged_relation_types,evidence,derived_by,llm_confidence
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,寇准,驿丞官,命令,2,命令；对话,寇准令驿丞官取明灯后退下,llm_refined,0.7
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,金牌官,寇准,命令,2,命令；对话；提及,金牌下，寇准听者：圣上有旨调寇准连夜进京,llm_refined,0.75
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,驿丞官,寇准,对话,2,对话,滚下去吧!参见大老爷。,llm_refined,0.6
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,四青袍,家院,同场共现,1,同场共现,（四青袍同下，家院上。）,llm_refined,0.5
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,四青袍,寇准,对话,1,对话,圣旨下。,llm_refined,0.5
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,家院,夫人,命令,1,命令；对话,有请夫人。,llm_refined,0.6
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,寇准,家院,对话,1,对话,有请夫人。,llm_refined,0.5
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,寇准,金牌官,对话,1,对话,做清官民之父母，积阴功留与儿孙。（念） 读诗书智广才高，中状元青史名表。三杯御酒加封号，被谗臣一本参掉。（白） 下官寇准，蒙圣恩得中一甲一名，又被权相参掉。是我,llm_refined,0.5
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,潘洪,四青袍,对话,1,对话,"从前做事差,如今后悔迟。",llm_refined,0.5
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,金牌官,四青袍,对话,1,对话,圣旨下。,llm_refined,0.5
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,鲁肃,诸葛亮,协助,10,协助；对话,不知先生驾到，未曾远迎，当面恕罪。,llm_refined,0.9
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,诸葛亮,鲁肃,评价,9,同场共现；对话；评价,故旧之谊，聊表鄙意。,llm_refined,0.85
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,周循,诸葛亮,对抗,8,对抗；对话,周循欲将诸葛亮拿下报仇,llm_refined,0.95
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,诸葛亮,庞统,协助,7,协助；对话,诸葛亮劝庞统投刘备并赠荐书,llm_refined,0.9
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,诸葛亮,周循,对话,6,对话,"送千里终须别何劳过让,试看吾一帆风雨洒康庄。",llm_refined,0.8
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,鲁肃,周循,劝阻,5,劝阻；对话,诸葛先生前来吊祭。,llm_refined,0.85
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,周循,鲁肃,对话,4,对话,何人前来吊祭?,llm_refined,0.8
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,庞统,诸葛亮,对话,4,对话,纵有那托天手难逃我掌。,llm_refined,0.7
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,鲁肃,四吴将,劝阻,4,劝阻；对话,"身挂帅印,统雄兵,扫荡烟尘。",llm_refined,0.75
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,四吴将,鲁肃,汇报,3,对话；汇报,启禀都督:孔明过江吊祭。,llm_refined,0.85
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,张飞,诸葛亮,协助,3,协助；对话,张飞驾小舟迎接诸葛亮,llm_refined,0.9
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,四吴将,诸葛亮,对抗,2,对抗,"何不将他拿下,与都督报仇。",llm_refined,0.8
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,龙套,周循,同场共现,2,同场共现,（四龙套、周循同下。）,llm_refined,0.9
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,诸葛亮,周瑜,提及,1,提及,诸葛亮哭祭周瑜，表达悲痛,llm_refined,0.85
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,诸葛亮,张飞,对话,1,对话,"想人生荣与枯得失难量, 际风云显奇谋姓字名扬。 远望着白泛泛滔天波浪,",llm_refined,0.7
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,诸葛亮,赵云,对话,1,对话,"见陵寝不由人泪如雨降,想遗容倒叫我寸断肝肠。",llm_refined,0.7
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,赵云,诸葛亮,对话,1,对话,"“呜呼公瑾,不幸夭亡;修短由天,人岂不伤。我心实痛,酹酒一觞;君其有灵,享我蒸尝。从此天下,与谁相商。呜呼痛哉,伏维尚享。”",llm_refined,0.7
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,鲁肃,龙套,同场共现,1,同场共现,（四龙套同上，鲁肃上。）,llm_refined,0.9
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,龙套,鲁肃,同场共现,1,同场共现,（四龙套同上，鲁肃上。）,llm_refined,0.9
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,阎惜姣,宋江,对抗,10,命令；对抗；对话；提及,阎惜姣冷淡回应，推脱钥匙不在，并藏匿张文远。,llm_refined,0.9
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,宋江,阎惜姣,对话,9,对话；提及；试探,宋江呼唤阎惜姣。,llm_refined,0.8
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,阎惜姣,张文远,协助,8,协助；对话；提及,阎惜姣开门迎入，告知母亲生日，并应允张文远亲热。,llm_refined,0.9
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,张文远,阎惜姣,对话,7,对话；试探,张文远以亲昵言语与阎惜姣私通。,llm_refined,0.8
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,张文远,宋江,对抗,3,对抗；对话,张文远因宋江到来而惊慌躲藏，二人处于对立关系。,llm_refined,0.7
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,众人,宋江,同场共现,2,对话,众人退堂时提及宋江。,llm_refined,0.6
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,宋江,张文远,提及,2,提及,宋江提及张文远。,llm_refined,0.5
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,众人,张文远,旁观,1,命令,众人旁观并评论张文远与宋江同行。,llm_refined,0.4
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,宋江,众人,同场共现,1,对话,宋江在衙前自述。,llm_refined,0.4
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨继业,杨延昭,命令,10,命令；对话,命你回朝探听七弟下落。,llm_refined,0.9
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨延昭,杨继业,劝阻,5,劝阻；对话,"适才间梦见了七弟来临,又只见老爹爹面前存。爹爹,适才睡梦之中,观见七弟浑身是血,头带雕翎。不知是何缘故?为父亦得此兆。这才是“梦梦相同,必有凶险”。我亦有意,命",llm_refined,0.8
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨延嗣,杨继业,汇报,4,对话；汇报,潘洪贼想起了打子仇恨，他将我绑芭蕉乱箭穿身。,llm_refined,0.9
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨继业,杨延嗣,提及,4,对话；提及,我命你回大营颁兵求救，为什么哭啼啼头带雕翎？,llm_refined,0.8
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,耶律休,杨延昭,对抗,3,对抗；对话,耶律休要取杨延昭的狗命,llm_refined,0.9
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨延昭,耶律休,对抗,2,对抗；对话,杨延昭与耶律休开打并击败对方,llm_refined,0.9
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨继业,四老军,命令,2,命令,叫老军抬过了定宋刀，忙把路找。,llm_refined,0.9
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,探子,杨继业,汇报,1,汇报,胡儿把战马绞倒！,llm_refined,0.9
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨继业,探子,命令,1,命令,再探！,llm_refined,0.9
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,孙尚香,刘备,提及,5,提及,尊一声汉皇叔细听分明,llm_refined,0.9
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,龙王,孙尚香,协助,1,协助,龙王引孙尚香上场并宣读玉旨,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,屠岸贾,程婴,命令,10,协助；命令；对话；提及,公堂赐你鞭一根，一边打来一边问,llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,程婴,屠岸贾,汇报,9,对话；汇报；试探,小人叫程婴，前来出首与你,llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,公孙杵臼,程婴,对抗,8,协助；同场共现；对抗；对话；提及；汇报,"白虎堂上禀一声,尊声大人听分明:只是程婴诬告我,拿什么孤儿与大人?",llm_refined,0.9
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,程婴,公孙杵臼,协助,7,协助；对话；提及,程婴向公孙杵臼提出舍子救孤之计,llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,程婴,程妻,同场共现,7,劝阻；同场共现；对话,（程婴抢子，程婴、程妻、公孙杵臼同下。）,llm_refined,0.85
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,程妻,程婴,对抗,6,对抗；对话,程妻反驳程婴，称‘虎狼不食子’,llm_refined,0.9
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,屠岸贾,公孙杵臼,对抗,5,对抗；对话,"校尉的,去到首阳山将公孙杵臼拿来见我!",llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,公孙杵臼,程妻,同场共现,3,劝阻；同场共现；对话,（程婴抢子，程婴、程妻、公孙杵臼同下。）,llm_refined,0.85
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,公孙杵臼,屠岸贾,对话,2,对话,参见大人。,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,屠岸贾,龙套,对话,2,对话,"斩草不除根,萌芽依旧生。",llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,程妻,公孙杵臼,协助,2,协助；对话,程妻最终同意舍子，回应公孙杵臼劝说,llm_refined,0.9
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,龙套,屠岸贾,对话,2,对话,有人击鼓。,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,二龙套,屠岸贾,对话,1,对话,遵命!,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,公孙杵臼,龙套,对话,1,对话,好贼子呀!,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,屠岸贾,二龙套,对话,1,对话,"校尉的,去到首阳山将公孙杵臼拿来见我!",llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,龙套,程婴,对话,1,对话,击鼓人上堂。,llm_refined,0.8
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,伍员,专诸,协助,10,协助；命令；对话；提及,"启禀千岁:臣有一义弟,名唤专诸。此人义孝皆全,大可委用。",llm_refined,0.9
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,伍员,姬光,协助,8,协助；对话,伍员吹箫引起姬光注意，姬光收留并询问，伍员愿效力。,llm_refined,0.9
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,牛二,专诸,对抗,8,对抗；对话；提及,"专诸无理无理,不该把我牛二欺。恨不得一拳打死你!",llm_refined,0.9
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,专诸,姬光,协助,7,协助；对话,专诸主动请缨行刺王僚，并托付老母，姬光发誓善待。,llm_refined,0.9
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,姬光,专诸,命令,7,命令；对话,姬光派内侍带黄金千两随伍员聘请专诸，后专诸领命行刺。,llm_refined,0.9
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,专诸,牛二,对话,6,对话,"家住吴国在城东,孝义皆全论英雄。苍天若助三分志,拜相封侯谈笑中。",llm_refined,0.8
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,老丈,伍员,协助,6,协助；对话,告知伍员专诸孝义之事,llm_refined,0.8
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,专诸,伍员,对话,5,对话,"君子不得志,低头且耐时。",llm_refined,0.8
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,伍员,老丈,对话,4,对话,呀。老丈请转。,llm_refined,0.7
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,姬光,伍员,对话,4,对话,"见一老臣相貌奇:鹤发童颜少年纪,手拿竹箫信口吹。勒马停蹄街头立,且听来人他是谁。",llm_refined,0.8
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,被离,姬光,汇报,4,汇报；对话,被离献出师傅所赐匕首（鱼肠剑），并说明其用途。,llm_refined,0.9
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,专诸妻,专诸,劝阻,3,劝阻；对话,"吓,母亲唤你。",llm_refined,0.7
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,姬光,太监甲,命令,3,命令；对话,姬光（白）带马。,llm_refined,0.8
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,孙武,被离,协助,3,协助,孙武、被离共同献策，指出需粗心胆大之人，并献鱼肠剑。,llm_refined,0.8
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,专诸,专诸妻,对话,2,对话,暂且饶你命残生。,llm_refined,0.6
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,伍员,刘展雄,对话,2,对话,"手挽手儿叫贤弟,恨平王无道纳儿媳。擅杀忠良当儿戏,兄来借兵你莫心疑。",llm_refined,0.7
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,太监甲,伍员,对话,2,对话,是。,llm_refined,0.6
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,姬光,被离,对话,2,对话,鱼肠剑哪里有?,llm_refined,0.7
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,老丈,专诸,评价,2,命令,"此人名唤专诸,乃是大孝之人,这拐杖就是他母亲的拐杖,故而呼唤即回。",llm_refined,0.7
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,被离,孙武,对话,2,对话,"吓,世兄,我下山之时,师傅赐我宝剑,名曰匕首,世兄请看。",llm_refined,0.7
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,刘展雄,伍员,对话,1,对话,"吓,",llm_refined,0.5
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,刘展雄,姬光,对话,1,对话,"仁兄点动人和马,再与昏王见高低。",llm_refined,0.6
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,太监甲,姬光,对话,1,对话,御林军走上。,llm_refined,0.5
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,姬光,刘展雄,对话,1,对话,"罢了,见过伍将军。",llm_refined,0.6
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,孙武,姬光,对话,1,对话,待我看来。,llm_refined,0.5
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,牛二,伍员,对话,1,对话,"你不要逃走,出来!",llm_refined,0.5
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,李凤姐,正德帝,试探,5,劝阻；协助；同场共现；对话；试探,李凤姐在梅龙镇酒馆中与正德帝周旋，试探其身份与意图。,llm_refined,0.9
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,正德帝,李凤姐,命令,5,命令；对话；提及；试探,正德帝以皇帝身份命令李凤姐听封。,llm_refined,0.9
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹操,陈宫,对抗,19,命令；对抗；对话；提及,曹操审问陈宫，陈宫痛斥曹操奸雄,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹操,吕布,命令,16,命令；对话；提及,"好,就命使君带领众将,攻打徐州,捉拿吕布满门,不得有误。",llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,陈宫,曹操,对抗,16,对抗；对话；提及,"曹操吓,曹操!俺陈宫若知你心术不正,那日在旅店之中,一刀将你杀死,焉有今日。",llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,刘备,曹操,协助,11,劝阻；协助；对话,请丞相发令，备当协力攻打徐州,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,张辽,曹操,对抗,10,对抗；对话,张辽大骂曹操奸贼，宁死不屈,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹操,刘备,命令,10,同场共现；命令；对话,就命使君带领众将，攻打徐州,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹操,张辽,命令,9,命令；对话,曹操先令斩张辽，后又抓回,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹操,貂蝉,命令,9,命令；对话；提及,曹操命人送貂蝉养老宫坐,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,吕布,曹操,命令,8,命令；对话,"每日里闲无事逍遥饮酒,到今日称心愿得坐徐州。只恨的曹操贼屡次入寇,他那里兴人马来夺徐州。狗奸贼要擒我怎能得够?某若是抖威风群贼命休。内侍臣看过了琼浆美酒,我二人",mention,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,吕布,貂蝉,协助,8,协助；对话；提及,吕布与貂蝉共饮，貂蝉劝酒。,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,张辽,吕布,汇报,8,对话；汇报,张辽急报侯成盗马盗戟。,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,吕布,刘备,对抗,7,对抗；对话,开打,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,陈宫,吕布,提及,6,劝阻；对话；提及,"只恨那吕布,他不听吾言,心无定见,酒色伤身;若能依我而行,但看在濮阳城些小之计,烧得你焦头烂额。若不中你哭丧之计,今日还坐守濮阳,怎能遭你毒手!",mention,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,刘备,吕布,同场共现,5,同场共现；对话；提及,（李典、乐进、许褚、曹洪、刘备、关羽、张飞同上，擒吕布同下。）,stage_direction,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹操,众人,命令,5,命令；对话,众位将军，兵发徐州,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,貂蝉,吕布,提及,5,同场共现；对话；提及,貂蝉预言吕布将被曹操所擒。,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,小太监,陈宫,对话,4,,"原来是公台,请少待,咱家与你启奏。",adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,李典,曹洪,同场共现,4,同场共现；对话,（李典、乐进、许褚、曹洪同上，同起霸。）,stage_direction,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,貂蝉,陈宫,对抗,4,对抗；对话,貂蝉以吕布酒醉为由阻止陈宫奏报。,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,陈宫,小太监,对话,4,,"曹操领兵夺徐州,迷恋宫闱吕温侯。将身来在宫门口,见了公公说从头。",adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,众人,曹操,对话,3,,参见丞相。,adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,关羽,张飞,同场共现,3,同场共现；对话,（李典、乐进、许褚、曹洪、关羽、张飞同下。）,stage_direction,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,刘备,张飞,命令,3,命令；对话,刘备说：二位贤弟，同到辕门候令。,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,吕布,张辽,对话,3,,"吓,何事惊慌?",adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,小太监,张辽,对话,3,,"原来是张将军,到此何事?",adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,张辽,小太监,对话,3,,"忙将盗马事,报与温侯知。",adjacency,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹洪,李典,对话,3,,杀气英豪，儿郎虎豹，军威号，地动山摇，要把狼烟扫。,adjacency,
