doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_id,scene_index,scene,line_no,start_line,end_line,location,time_hint,main_event,dominant_action,summary,conflict_stage,tension_level,key_characters,theme_labels,scene_function,narrative_turning_point,characters_present,line_count,dialogue_count,lyric_count,dialogue_density,lyric_density,speech_density,stage_direction_count,narration_count,llm_error
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,pdf_01000000__01001019___9ae2e889df__scene__002,2,【第二场】,61,61,68,柴桑口灵堂,周瑜死后不久,诸葛亮吊祭周瑜，周循欲报仇,吊祭与劝阻,诸葛亮吊祭周瑜，哭诉悲痛，鲁肃感动；周循欲报仇，被鲁肃劝阻，但周循仍执意追赶。,转折,3,诸葛亮；鲁肃；周循,吊祭；复仇；权谋,推进,周循决定追赶诸葛亮，冲突升级,诸葛亮；赵云；鲁肃；周循,24,23,0,2.875,0.0,2.875,1,0,
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,pdf_01000000__01001019___9ae2e889df__scene__003,3,【第三场】,69,69,73,江边舟中,白天,诸葛亮劝庞统投刘备，周循率兵拦截诸葛亮,劝降与拦截,诸葛亮劝庞统投奔刘备，并赠荐书。庞统离去后，周循率兵拦截诸葛亮，欲为父报仇，冲突一触即发。,冲突,4,诸葛亮；庞统；周循；张飞,权谋；忠义；复仇；抉择,推进,周循出现并持戈相向，冲突从劝降转向武力对抗,诸葛亮；庞统；张飞；周循,24,21,3,4.2,0.6,4.8,0,0,
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,pdf_01000000__01001020___4ed03adea1__scene__000,0,序幕/前置内容,1,1,17,,,# 《宋江闹院》,命令,# 《宋江闹院》,铺垫,0,,战争；亲情；喜剧；情爱,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,pdf_01000000__01001020___4ed03adea1__scene__001,1,【第一场】,18,18,21,乌龙院,白天,张文远与阎惜姣私会，约定明日为阎母祝寿，并准备亲热。,调情,张文远私会阎惜姣，二人调情叙旧，阎惜姣告知母亲生日，张文远欲亲热，阎惜姣假意推拒后应允，二人关系暧昧。,铺垫,2,张文远；阎惜姣,情爱；背叛；私通,引子,无重大转折，为后续宋江发现奸情埋下伏笔。,张文远；阎惜姣,41,41,0,10.25,0.0,10.25,0,0,
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,pdf_01000000__01001020___4ed03adea1__scene__002,2,【第二场】,22,22,32,阎惜姣院中,白天，退堂后,宋江探访阎惜姣，阎惜姣冷淡应对并藏匿张文远，二人言语试探与冲突。,试探与回避,宋江来到阎惜姣处，阎惜姣态度冷淡，藏匿张文远，宋江察觉异常但未点破，二人言语交锋，阎惜姣借故推脱。,冲突,4,宋江；阎惜姣；张文远,情爱；权力与地位；猜疑与欺骗,推进,阎惜姣藏匿张文远，宋江察觉异常，冲突开始升级。,众人；宋江；阎惜姣；张文远,228,223,4,20.2727,0.3636,20.6364,1,0,
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__000,0,序幕/前置内容,1,1,16,,,# 《李陵碑》 （一名：《两狼山》；一名：《苏武庙》）,命令,# 《李陵碑》 （一名：《两狼山》；一名：《苏武庙》）,铺垫,0,,战争；亲情；公案,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__001,1,【第一场】,17,17,22,,,杨延嗣自述忠义与结局,自述,杨延嗣登场，自述赤胆忠心却落得青史留名，暗示其忠义与悲剧命运。,铺垫,1,杨延嗣,忠义；悲情,引子,,杨延嗣,2,1,0,0.1667,0.0,0.1667,1,0,
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__002,2,【第二场】,23,23,38,雁门关外军营,黄昏至夜晚,杨继业梦兆七郎惨死，命六郎回朝探听,命令与辞别,杨继业梦见七郎杨延嗣被潘洪乱箭射死，惊醒后与六郎杨延昭商议，命其回朝探听七弟下落，杨延昭无奈辞别。,发展,4,杨继业；杨延昭；杨延嗣,忠义；亲情；战争；使命,推进,杨继业从梦境得知七郎死讯，决意派六郎回朝，父子分离预示悲剧,杨继业；杨延嗣；杨延昭,15,10,0,0.625,0.0,0.625,3,2,
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__003,3,【第三场】,39,39,54,战场,夜晚或黄昏,杨延昭与耶律休交战，耶律休败退,开打,杨延昭与辽将耶律休遭遇，耶律休奉命巡营并拦截杨延昭，双方交战，耶律休败退，杨延昭继续前行。,冲突,3,杨延昭；耶律休,忠义；战争,推进,冲突升级，杨延昭击败耶律休，扫清前进障碍,耶律休；杨延昭,7,4,0,0.25,0.0,0.25,3,0,
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__004,4,【第四场】,55,55,64,野外,无明确时间,杨延昭逃脱后决定回朝,逃离与决断,杨延昭成功逃出虎口，决定返回朝廷。本场为过渡性场景，展现主角脱险后的决断。,收束,1,杨延昭,忠义；家国,收束,无重大转折，仅为脱险后的行动决策,杨延昭,4,1,0,0.1,0.0,0.1,2,1,
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,pdf_01000000__01002001___d30790f7a7__scene__005,5,【第五场】,65,65,199,两狼山,冬季,杨继业被困两狼山，悲叹杨家将遭遇，战马被绞倒，被迫寻找避风所。,悲叹与寻路,杨继业被困两狼山，粮尽援绝，悲叹杨家将惨烈遭遇，痛斥潘洪奸佞，战马被胡儿绞倒，无奈寻避风所。,高潮,5,杨继业；四老军；探子,忠义；悲情；家国；绝境,高潮,战马被胡儿绞倒，杨继业陷入绝境，冲突升级。,杨继业；四老军；探子,67,6,0,0.0444,0.0,0.0444,12,49,
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,pdf_01000000__01002003___ad1a817c3c__scene__000,0,序幕/前置内容,1,1,14,,,# 《祭长江》；# （一名：《祭江》）,命令,# 《祭长江》；# （一名：《祭江》）,铺垫,0,,权谋；战争；家国；亲情,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,pdf_01000000__01002003___ad1a817c3c__scene__001,1,【第一场】,15,15,20,长江边,刘备去世后,孙尚香在江边设祭哭祭刘备,哭祭,孙尚香在江边设祭，追忆与刘备的夫妻情缘，哭诉刘备一生坎坷及兵败白帝城的悲剧，表达哀痛与绝望。,高潮,5,孙尚香,悲情；忠义；悲情；使命,高潮,孙尚香通过哭诉刘备一生经历，将个人情感与历史悲剧交织，情感达到高潮，为后续投江埋下伏笔。,孙尚香,3,3,0,0.5,0.0,0.5,0,0,
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,pdf_01000000__01002003___ad1a817c3c__scene__002,2,【第二场】,21,21,49,江边或神界,死后,孙尚香受封枭姬娘娘,接旨谢恩,孙尚香接玉帝圣旨，因其为夫投江尽节，被封为枭姬娘娘，随后准备朝见玉帝。,收束,1,孙尚香；龙王,贞烈；封神；因果报应,收束,孙尚香从凡人转为神祇，完成身份转变,龙王；孙尚香,14,5,0,0.1724,0.0,0.1724,4,5,
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,pdf_01000000__01002004___832d202725__scene__000,0,序幕/前置内容,1,1,1,寒窑,,# 《探寒窑》（一名：《母女会》）,命令,# 《探寒窑》（一名：《母女会》）,铺垫,0,,战争；亲情；公案；情爱,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,pdf_01000000__01002005___3f3e3fbcf3__scene__000,0,序幕/前置内容,1,1,3,,,# 《落花园》；# （一名：《杏元和番》；一名：《二度梅》）,命令,# 《落花园》；# （一名：《杏元和番》；一名：《二度梅》）,铺垫,0,,忠义；权谋；战争；家国；亲情,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,pdf_01000000__01002006___78213d9d3b__scene__000,0,序幕/前置内容,1,1,1,,,# 《探阴山》,命令,# 《探阴山》,铺垫,0,,家国；亲情；公案；离散,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,pdf_01000000__01002007___67f109e2e1__scene__000,0,序幕/前置内容,1,1,3,,,# 《打金枝》；# （一名：《绑子上殿》；一名：《男绑子》）,命令,# 《打金枝》；# （一名：《绑子上殿》；一名：《男绑子》）,铺垫,0,,家国；亲情；喜剧,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__000,0,序幕/前置内容,1,1,20,,,# 《八义图》；# （一名：《搜孤救孤》；一名：《程婴舍子》）,命令,# 《八义图》；# （一名：《搜孤救孤》；一名：《程婴舍子》）,铺垫,0,,忠义；权谋；家国；亲情；离散,引子,救,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__001,1,【第一场】,21,21,28,程婴家中,屠岸贾搜孤未果后，赏格期内,程婴与公孙杵臼定计舍子救孤，程妻从拒绝到同意,商议与劝说,程婴与公孙杵臼商议救孤，程婴提议舍子换孤，程妻起初拒绝，经公孙杵臼劝说后同意，程婴抢子离去。,冲突,4,公孙杵臼；程婴；程妻,忠义；牺牲；亲情；救孤,推进,程妻从坚决拒绝到同意舍子，完成救孤计划的关键决断,公孙杵臼；程婴；程妻,81,80,0,10.0,0.0,10.0,1,0,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__002,2,【第三场】,29,29,36,公堂、首阳山、法场,白天,程婴告密，屠岸贾抓捕公孙杵臼并搜出孤儿,告密与拷问,程婴向屠岸贾告密孤儿藏于公孙杵臼家，屠岸贾抓捕公孙杵臼并拷问，最终搜出孤儿，将公孙杵臼和孤儿绑赴法场。,冲突,4,程婴；屠岸贾；公孙杵臼,忠义；牺牲与迫害；权谋,推进,程婴告密导致孤儿暴露，冲突升级为公开搜捕与处决,屠岸贾；四龙套；程婴；二龙套；公孙杵臼,57,57,0,7.125,0.0,7.125,0,0,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__scene__003,3,【第四场】,37,37,49,法场,白天,屠岸贾斩杀孤儿与公孙杵臼，程婴忍痛配合并取得信任,斩杀与伪装,程婴祭奠公孙杵臼，屠岸贾下令斩杀孤儿与公孙，程婴流泪被疑，以担忧儿子安全为由化解，屠岸贾收程婴之子为义子。,高潮,4,程婴；屠岸贾；公孙杵臼,牺牲；复仇；忠义；伪装,高潮,程婴流泪被屠岸贾察觉，但以担忧儿子安全为由巧妙化解，并成功让屠岸贾收其子为义子，为后续复仇埋下伏笔,程婴；屠岸贾；公孙杵臼；四龙套,28,25,0,1.9231,0.0,1.9231,2,1,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__000,0,序幕/前置内容,1,1,26,,,# 《鱼肠剑》；# （一名：《子胥投吴》；一名：《吹箫乞食》）,命令,# 《鱼肠剑》；# （一名：《子胥投吴》；一名：《吹箫乞食》）,铺垫,0,,战争；家国；亲情；情爱；离散,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__001,1,【第一场】,27,27,30,,,,命令,,过渡,0,,战争；家国；亲情；情爱；离散,过渡,,,0,0,0,0.0,0.0,0.0,0,0,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__002,2,【第二场】,31,31,38,吴国城东专诸店前及店内,白日,伍员与专诸结识并结拜，专诸提议投奔姬干岁借兵报仇。,结交,专诸因欠钱与牛二冲突，被母亲唤回；伍员闻老丈言专诸孝义，登门结交，二人结拜，共谋借吴兵伐楚复仇。,发展,3,专诸；伍员；老丈；牛二,忠义；复仇；结交；困顿,推进,伍员从老丈处得知专诸孝义，主动登门结交，二人结拜，为后续借兵复仇奠定关键同盟。,专诸；牛二；专诸妻；伍员；老丈,65,59,5,7.375,0.625,8.0,1,0,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__003,3,【第三场】,39,39,42,宫廷,未明确,姬光表达夺位野心并准备出行,命令与准备,姬光在引子中表达对王位的渴望，随后命令太监甲带御林军并准备出行，为后续行动铺垫。,铺垫,1,姬光；太监甲,权力欲望；宫廷,引子,无显著转折,姬光；太监甲,3,3,0,0.75,0.0,0.75,0,0,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__scene__004,4,【第四场】,43,43,65,吴国街头及姬光帐中,白天,姬光收留伍员，伍员推荐专诸，专诸接受行刺任务，孙武、被离献鱼肠剑。,伍员吹箫乞食，姬光询问并收留，伍员推荐专诸，专诸领命行刺。,伍员街头吹箫遇姬光，被收留并推荐义弟专诸行刺王僚。孙武、被离献鱼肠剑，专诸愿舍命行刺，姬光承诺照顾其母。,发展,3,伍员；姬光；专诸；孙武；被离,复仇；忠义；知遇之恩；牺牲,推进,专诸主动请缨行刺王僚，姬光承诺照顾其母，行刺计划初步成形。,伍员；姬光；太监甲；孙武、被离；刘展雄；专诸；被离；孙武,53,34,13,1.4783,0.5652,2.0435,5,1,
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,pdf_01000000__01002010___3013c653cd__scene__000,0,序幕/前置内容,1,1,3,,,# 《钓金龟》；# （一名：《张义得宝》；一名：《孟津河》）,命令,# 《钓金龟》；# （一名：《张义得宝》；一名：《孟津河》）,铺垫,0,,忠义；家国；亲情；公案,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__scene__000,0,序幕/前置内容,1,1,16,,,# 《梅龙镇》；# （一名：《游龙戏凤》；一名：《下江南》）,命令,# 《梅龙镇》；# （一名：《游龙戏凤》；一名：《下江南》）,铺垫,0,,权谋；战争；家国；亲情；公案；喜剧；离散,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__scene__001,1,【第一场】,17,17,24,梅龙镇李凤姐酒店,白天,正德帝与李凤姐初次相遇，通过点酒、问名、赠银等互动建立关系。,试探与应对,正德帝微服至梅龙镇李凤姐酒店，以军爷身份试探调情，李凤姐机敏应对，二人言语交锋，正德帝借酒钱之名赠银，李凤姐以古画戏弄之。,铺垫,3,李凤姐；正德帝,身份伪装；情爱；阶级差异,铺垫,正德帝赠银并意图进入李凤姐卧房，李凤姐以‘男女授受不亲’拒绝，冲突初现。,正德帝；李凤姐,227,219,8,27.375,1.0,28.375,0,0,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__scene__002,2,【第二场】,25,25,33,梅龙镇酒店,夜晚,李凤姐讨封成功，正德帝封其为妃。,讨封与封赏,李凤姐向正德帝讨封，正德帝以先前骂人之事刁难，最终封其为妃，并随其入卧房。,高潮,3,李凤姐；正德帝,权力与身份；情爱；宫廷,高潮,正德帝从拒绝封赏到最终封李凤姐为妃，关系从戏谑转为正式。,李凤姐；正德帝；正德帝、李凤姐,46,44,0,4.8889,0.0,4.8889,2,0,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__000,0,序幕/前置内容,1,1,20,,,# 《白门楼》,命令,# 《白门楼》,铺垫,0,,忠义；战争；情爱,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__001,1,【第一场】,21,21,40,辕门,未明确,刘备与关羽、张飞商议前往辕门候令，准备发兵徐州。,候令,刘备、关羽、张飞兄弟三人同赴辕门，准备听从曹操调令发兵徐州，展现兄弟齐心共保汉室的决心。,铺垫,1,刘备；张飞,忠义；忠义,引子,无转折，为后续剧情做铺垫。,刘备；张飞,9,5,0,0.25,0.0,0.25,2,2,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__002,2,【第二场】,41,41,76,曹操军营,无明确时间,曹操下令攻打徐州，刘备领命协同众将。,发令与领命,曹操与刘备会合，众将起霸点兵，曹操下令攻打徐州，刘备领命协同众将捉拿吕布。,铺垫,2,曹操；刘备；李典；乐进；许褚；曹洪,权力争夺；战争；联盟与背叛,推进,无转折，为后续战斗做军事部署。,曹洪；李典；乐进；许褚；曹操；众人；刘备,28,20,0,0.5556,0.0,0.5556,1,7,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__003,3,【第三场】,77,77,84,徐州宫闱,白日,侯成盗走赤兔马与画戟，吕布得知后下令备战。,饮酒享乐与紧急军报的对比,吕布在徐州与貂蝉饮酒作乐，陈宫、张辽先后急报曹操来袭及侯成盗马盗戟，吕布惊觉危机，貂蝉假意担忧。,冲突,4,吕布；貂蝉；陈宫；张辽,沉溺酒色；疾病与死亡；忠义,推进,张辽报信使吕布从醉乐转入备战，冲突升级。,吕布；貂蝉；陈宫；小太监；张辽,30,27,2,3.375,0.25,3.625,1,0,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__004,4,【第四场】,85,85,88,战场,白天,吕布与曹操、刘备联军会阵开打,战斗,吕布与曹操阵营将领会阵开打，刘备、关羽、张飞加入战斗，双方混战，吕布一方处于劣势。,冲突,4,吕布；李典；乐进；许褚；曹洪；刘备；关羽；张飞,战争；对抗；英雄末路,推进,无显著转折，冲突直接升级为混战,,1,1,0,0.25,0.0,0.25,0,0,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__005,5,【第五场】,89,89,98,白门楼战场,交战时刻,张辽出战被擒,擒拿,陈宫与张辽商议应对敌军，陈宫命张辽抵挡，张辽出战被擒。,冲突,4,陈宫；张辽,忠义；权谋；战争,推进,张辽被擒，战局急转直下,陈宫；张辽；龙套,6,5,0,0.5,0.0,0.5,1,0,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__006,6,【第六场】,99,99,106,白门楼附近,吕布被擒后不久,貂蝉被曹操部将擒获,擒拿,貂蝉独自上场，悲呼温侯，随即被李典、乐进、许褚、曹洪四将擒获，剧情急转直下。,收束,3,貂蝉；李典；乐进；许褚；曹洪,使命；英雄末路；悲情,收束,貂蝉从悲呼到被擒，标志其命运由主动转向被动，为后续处置埋下伏笔。,貂蝉,3,1,0,0.125,0.0,0.125,2,0,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__007,7,【第七场】,107,107,114,白门楼附近战场,战后,陈宫被擒,擒拿,陈宫上场悲叹温侯，随即被李典、乐进、许褚、曹洪擒获，剧情从陈宫的绝望转向被俘的结局。,收束,3,陈宫；李典；乐进；许褚；曹洪,忠义；悲情；使命,收束,陈宫从悲叹状态突遭擒拿，情节急转直下，标志其命运终结。,陈宫,3,1,0,0.125,0.0,0.125,2,0,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__008,8,【第八场】,115,115,132,白门楼战场,交战时刻,吕布孤军奋战，被曹操众将擒获。,吕布决意死战，众将围攻擒拿。,吕布因陈宫、张辽被擒，貂蝉被抢，陷入困境，但仍决意舍死忘生一战，最终被众将擒获。,高潮,5,吕布；李典；乐进；许褚；曹洪；刘备；关羽；张飞,英雄末路；悲情；众叛亲离,高潮,吕布从犹豫到决意死战，但随即被擒，剧情急转直下。,吕布,8,2,2,0.1111,0.1111,0.2222,2,2,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__scene__009,9,【第九场】,133,133,221,曹操大帐,吕布被擒后,曹操审问并斩杀吕布、陈宫，张辽被擒不屈,审问与处决,曹操擒获吕布、陈宫、张辽，审问并处置三人。刘备暗示曹操杀吕布以防后患，吕布被斩，陈宫慷慨赴死，张辽不屈。,高潮,5,曹操；刘备；吕布；陈宫；张辽；貂蝉,忠义；权谋；英雄末路；悲情,高潮,刘备以丁原、董卓故事提醒曹操，促使曹操决定斩杀吕布，导致吕布命运转折,张飞；曹操；刘备；貂蝉；吕布；陈宫；关羽、张飞；关羽；龙套甲；张辽,118,81,13,0.9101,0.1461,1.0562,5,19,
pdf_01000000__01002013___a1d909916b,华容道,01000000,1000000,《戏考》,《戏考》（1000000）,01002013,华容道,pdf_01000000__01002013___a1d909916b__scene__000,0,序幕/前置内容,1,1,3,,,# 《华容道》；# （一名：《挡曹》）,对话,# 《华容道》；# （一名：《挡曹》）,铺垫,0,,忠义；战争；情爱；离散,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__scene__000,0,序幕/前置内容,1,1,16,,,# 《宇宙锋》 （一名：《金殿装疯》）,命令,# 《宇宙锋》 （一名：《金殿装疯》）,铺垫,0,,家国；亲情；喜剧,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__scene__001,1,【第一场】,17,17,26,赵高府中,夜晚,赵艳容抗婚装疯,赵艳容假意疯癫,赵高欲将女儿赵艳容献给秦王，赵艳容抗婚不从，假装疯癫以逃避父命和皇命。,冲突,4,赵高；赵艳容；秦王,情爱；忠义；女性反抗；权力压迫,对峙,赵艳容从顺从转为反抗，决定装疯以抗婚,赵高；门官；丫鬟；赵艳容；秦王；丫头,72,69,2,6.9,0.2,7.1,1,0,
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__scene__002,2,【第二场】,27,27,43,金殿,白天,赵艳容在金殿上装疯，当面斥责秦王无道，拒绝下跪，秦王欲杀之但被赵高劝阻。,赵艳容装疯斥君,赵艳容装疯上殿，以疯言疯语讥讽秦王的荒淫无道，拒绝下跪并揭露其暴政，最终在赵高求情下被罚俸退朝。,高潮,4,赵艳容；秦王；赵高,装疯抗暴；忠义；女性抗争,对峙,赵艳容以疯癫为掩护，公开挑战秦王权威，冲突达到顶点。,秦王；赵高；赵艳容,28,23,2,1.3529,0.1176,1.4706,3,0,
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__scene__000,0,序幕/前置内容,1,1,18,,,# 《取帅印》,命令,# 《取帅印》,铺垫,0,,战争；亲情,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__scene__001,1,【第一场】,19,19,68,秦府病房,夜晚,程咬金向秦琼通报圣上取印之事，并商议明日应对尉迟恭之策。,商议,程咬金夜访秦府，告知秦琼圣上将亲来取帅印，并透露尉迟恭可能挂帅，二人商议对策，程咬金教唆秦怀玉明日可打尉迟恭。,铺垫,3,程咬金；秦琼；秦怀玉,忠义；权力斗争；情爱；权谋,推进,程咬金透露圣上亲来取印及尉迟恭可能挂帅，引发秦琼不满，并教唆秦怀玉明日打尉迟恭，为后续冲突埋下伏笔。,旗牌；程咬金；院子；启爵主；秦怀玉；秦琼,65,54,5,1.08,0.1,1.18,2,4,
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__scene__002,2,【第二场】,69,69,97,秦琼府邸病房,白日,秦琼在李世民劝说下交出帅印，尉迟恭受命挂帅征东。,交印,李世民探病秦琼，欲请尉迟恭挂帅征东。秦琼起初不愿交印，经李世民许诺将公主许配其子秦怀玉后，最终交出帅印并教导尉迟恭为帅之道。,高潮,4,秦琼；李世民；尉迟恭；程咬金；徐勣；秦怀玉,忠义；权力交接；家国；家国,高潮,秦琼从抗拒交印到接受现实，并借机为子求恩、教导尉迟恭，完成权力交接。,秦怀玉；李世民；徐勣；秦琼；尉迟恭；程咬金,85,47,31,1.6207,1.069,2.6897,4,3,
