doc_id,doc_title,source_file,source_path,relative_path,batch_id,scene_index,scene,line_no,row_type,line_category,speaker,cue,perform_type,perform_subtype,action_tags,participants,text,raw_line
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,119,narration,narration,,,说明,,上；下；进；走；来；去；问；请；报；命；叫；道,吴惠泉；江氏,"<table><tr><td>吴惠泉</td><td>(二黄摇板)</td><td>叫得我寒毛凛胆战魂消。</td></tr><tr><td>江氏</td><td>(白)</td><td>官人。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>你怎样回来的?</td></tr><tr><td>江氏</td><td>(白)</td><td>多蒙韩老爷查问情由,不忍拆散你我夫妻,将婚书烧化,聘礼不要;又赐银百两,以成奴之贞节,故而差人将奴送回。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>哦,有这等事?何人送你回来的?</td></tr><tr><td>江氏</td><td>(白)</td><td>韩管家送我回来的。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>请他进来。</td></tr><tr><td>江氏</td><td>(白)</td><td>有请管家。</td></tr><tr><td colspan=""3"">(家院进。)</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>啊,韩管家。</td></tr><tr><td>家院</td><td>(白)</td><td>吓,吴相公。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>你家员外怎样言道?</td></tr><tr><td>家院</td><td>(白)</td><td>我家员外言道,命我送大娘子回来,先前聘礼不要,再与银子百两,叫你保养病体。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>世界之上,哪有这样好人?谢天谢地!</td></tr><tr><td>江氏</td><td>(白)</td><td>当谢天地!</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>娘子你我夫妻,前去叩谢才是。</td></tr><tr><td>江氏</td><td>(白)</td><td>礼当如此。</td></tr><tr><td>家院</td><td>(白)</td><td>吴相公,你那贵恙才好,改日再去吧。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>吓,如今我有银子,病就好了。走吓。</td></tr><tr><td></td><td>(二黄摇板)</td><td>全夫妇正人伦恩当重报,</td></tr><tr><td colspan=""3"">(家院、吴惠泉同下。)</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>仗大义舍资财送妇归巢。</td></tr><tr><td colspan=""3"">(江氏下。)</td></tr></table>","<table><tr><td>吴惠泉</td><td>(二黄摇板)</td><td>叫得我寒毛凛胆战魂消。</td></tr><tr><td>江氏</td><td>(白)</td><td>官人。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>你怎样回来的?</td></tr><tr><td>江氏</td><td>(白)</td><td>多蒙韩老爷查问情由,不忍拆散你我夫妻,将婚书烧化,聘礼不要;又赐银百两,以成奴之贞节,故而差人将奴送回。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>哦,有这等事?何人送你回来的?</td></tr><tr><td>江氏</td><td>(白)</td><td>韩管家送我回来的。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>请他进来。</td></tr><tr><td>江氏</td><td>(白)</td><td>有请管家。</td></tr><tr><td colspan=""3"">(家院进。)</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>啊,韩管家。</td></tr><tr><td>家院</td><td>(白)</td><td>吓,吴相公。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>你家员外怎样言道?</td></tr><tr><td>家院</td><td>(白)</td><td>我家员外言道,命我送大娘子回来,先前聘礼不要,再与银子百两,叫你保养病体。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>世界之上,哪有这样好人?谢天谢地!</td></tr><tr><td>江氏</td><td>(白)</td><td>当谢天地!</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>娘子你我夫妻,前去叩谢才是。</td></tr><tr><td>江氏</td><td>(白)</td><td>礼当如此。</td></tr><tr><td>家院</td><td>(白)</td><td>吴相公,你那贵恙才好,改日再去吧。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>吓,如今我有银子,病就好了。走吓。</td></tr><tr><td></td><td>(二黄摇板)</td><td>全夫妇正人伦恩当重报,</td></tr><tr><td colspan=""3"">(家院、吴惠泉同下。)</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>仗大义舍资财送妇归巢。</td></tr><tr><td colspan=""3"">(江氏下。)</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,121,narration,narration,,,说明,,,【第三场】,# 【第三场】,# 【第三场】
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,123,stage_direction,stage_direction,,韩廷凤上。,做,韩廷凤上。,上,韩廷凤,,（韩廷凤上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,125,narration,narration,,,说明,,下；道,韩廷凤,"<table><tr><td>韩廷凤(二黄摇板)</td><td>劝世人一个个须要学好,皆因是自有那天里昭昭。我当年为太守何等荣耀,遇兵荒妻和子无有下梢。也是我前世里未曾修道,我若是全不为我自逍自遥。</td></tr></table>","<table><tr><td>韩廷凤(二黄摇板)</td><td>劝世人一个个须要学好,皆因是自有那天里昭昭。我当年为太守何等荣耀,遇兵荒妻和子无有下梢。也是我前世里未曾修道,我若是全不为我自逍自遥。</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,127,stage_direction,stage_direction,,家院上，吴惠泉上，江氏上。,做,家院上，吴惠泉上，江氏上。,上,吴惠泉；江氏,,（家院上，吴惠泉上，江氏上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,129,narration,narration,,,说明,,下；来；请；跪；坐,吴惠泉；韩廷凤；江氏,"<table><tr><td>吴惠泉</td><td>(二黄摇板)</td><td>我和你到他家双膝跪倒,</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>我夫妻特地来叩谢恩劳。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>哎呀!</td></tr><tr><td></td><td>(二黄摇板)</td><td>我救人的急,全人的危,遵古训教,此小事何须要理顺和调。尊二位将请起施礼还到,全大节,全忠义,遵古天条。</td></tr><tr><td></td><td>(白)</td><td>大娘子,这是何人?</td></tr><tr><td>江氏</td><td>(白)</td><td>这是我丈夫吴惠泉。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>原来是吴相公,请坐请坐。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>大老爷在此,小人不敢坐。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>有话叙谈,哪有不坐之理?</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>告坐。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>大娘子你也坐下。</td></tr><tr><td>江氏</td><td>(白)</td><td>谢坐。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>吴相公,听大娘子之言,你有病在</td></tr></table>","<table><tr><td>吴惠泉</td><td>(二黄摇板)</td><td>我和你到他家双膝跪倒,</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>我夫妻特地来叩谢恩劳。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>哎呀!</td></tr><tr><td></td><td>(二黄摇板)</td><td>我救人的急,全人的危,遵古训教,此小事何须要理顺和调。尊二位将请起施礼还到,全大节,全忠义,遵古天条。</td></tr><tr><td></td><td>(白)</td><td>大娘子,这是何人?</td></tr><tr><td>江氏</td><td>(白)</td><td>这是我丈夫吴惠泉。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>原来是吴相公,请坐请坐。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>大老爷在此,小人不敢坐。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>有话叙谈,哪有不坐之理?</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>告坐。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>大娘子你也坐下。</td></tr><tr><td>江氏</td><td>(白)</td><td>谢坐。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>吴相公,听大娘子之言,你有病在</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,131,narration,narration,,,说明,,上；下；进；来；去；答；报；叫；道；跪；笑,吴惠泉；韩廷凤；江氏,"<table><tr><td>吴惠泉</td><td>(白)</td><td>老爷有所不知,小人得了银钱,病就好了。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>吓,有了钱,你的病就好了。如此说来,银子是好物件!</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>好物件!</td></tr><tr><td>韩廷凤</td><td>(二黄垛板)</td><td>我救你的急,救你的难,救你的贫困,全你的节,全你的义,全你的婚姻。我无子也是我前生造定,我若是错婚姻,到后来留下了骂名。</td></tr><tr><td></td><td>(笑)</td><td>哈哈哈......</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>何不再娶一房,产得一子,也未可知。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>子孙之事,前生造定;若是再娶,也就不必了。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>何不买上一个孩童,将来有靠。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>这倒使得,只是本处孩子,有好些不便;或者远乡别处,饥寒贫苦的孩子,买他一个,教他成人。若不听教训,也是一番怄气。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>小人前在四川贸易,有些账目未归,如今恩人所赐资本,目下就要起身。倘有合适小孩,买来一个,送与恩人,以表我夫妻之情。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>那倒不消。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>娘子你我辞别恩人去吧。</td></tr><tr><td>江氏</td><td>(白)</td><td>是。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>你二人要去了,我不能远送了。</td></tr><tr><td>吴惠泉</td><td>(二黄摇板)</td><td>辞别了大恩人犹如山海,</td></tr><tr><td colspan=""3"">(吴惠泉下。)</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>到四川买一子报答恩来。</td></tr><tr><td colspan=""3"">(江氏下。)</td></tr><tr><td>韩廷凤</td><td>(二黄摇板)</td><td>他夫妻进门来双膝跪倒,口口声叫恩人珠泪双抛。我无子前世里未曾修道,作恶人总有子枉费心劳。</td></tr><tr><td colspan=""3"">(韩廷凤下。)</td></tr></table>","<table><tr><td>吴惠泉</td><td>(白)</td><td>老爷有所不知,小人得了银钱,病就好了。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>吓,有了钱,你的病就好了。如此说来,银子是好物件!</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>好物件!</td></tr><tr><td>韩廷凤</td><td>(二黄垛板)</td><td>我救你的急,救你的难,救你的贫困,全你的节,全你的义,全你的婚姻。我无子也是我前生造定,我若是错婚姻,到后来留下了骂名。</td></tr><tr><td></td><td>(笑)</td><td>哈哈哈......</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>何不再娶一房,产得一子,也未可知。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>子孙之事,前生造定;若是再娶,也就不必了。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>何不买上一个孩童,将来有靠。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>这倒使得,只是本处孩子,有好些不便;或者远乡别处,饥寒贫苦的孩子,买他一个,教他成人。若不听教训,也是一番怄气。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>小人前在四川贸易,有些账目未归,如今恩人所赐资本,目下就要起身。倘有合适小孩,买来一个,送与恩人,以表我夫妻之情。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>那倒不消。</td></tr><tr><td>吴惠泉</td><td>(白)</td><td>娘子你我辞别恩人去吧。</td></tr><tr><td>江氏</td><td>(白)</td><td>是。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>你二人要去了,我不能远送了。</td></tr><tr><td>吴惠泉</td><td>(二黄摇板)</td><td>辞别了大恩人犹如山海,</td></tr><tr><td colspan=""3"">(吴惠泉下。)</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>到四川买一子报答恩来。</td></tr><tr><td colspan=""3"">(江氏下。)</td></tr><tr><td>韩廷凤</td><td>(二黄摇板)</td><td>他夫妻进门来双膝跪倒,口口声叫恩人珠泪双抛。我无子前世里未曾修道,作恶人总有子枉费心劳。</td></tr><tr><td colspan=""3"">(韩廷凤下。)</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,133,narration,narration,,,说明,,,【第四场】,# 【第四场】,# 【第四场】
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,135,stage_direction,stage_direction,,金氏上。,做,金氏上。,上,金氏,,（金氏上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,137,narration,narration,,,说明,,去,金氏,"<table><tr><td>金氏(念)</td><td>只说养儿得济,谁知到老养儿。</td></tr><tr><td>(白)</td><td>老身权在经之妻金氏。自从那匪贼作乱,中途拾得一子,取名天赐,抚养他长大。指望他养老,谁知丈夫去世,家业渐渐凋零。此子今年十二岁了,读书之外,哪里辨得一件事情。还是全靠老身养活与他。我今年迈,自身难保,哪里还有余资?倒不如将他卖了,留得几两银子,且作终身之靠。我儿哪里?</td></tr></table>","<table><tr><td>金氏(念)</td><td>只说养儿得济,谁知到老养儿。</td></tr><tr><td>(白)</td><td>老身权在经之妻金氏。自从那匪贼作乱,中途拾得一子,取名天赐,抚养他长大。指望他养老,谁知丈夫去世,家业渐渐凋零。此子今年十二岁了,读书之外,哪里辨得一件事情。还是全靠老身养活与他。我今年迈,自身难保,哪里还有余资?倒不如将他卖了,留得几两银子,且作终身之靠。我儿哪里?</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,139,stage_direction,stage_direction,,韩遇运上。,做,韩遇运上。,上,韩遇运,,（韩遇运上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,141,dialogue,dialogue,韩遇运,念,念,念,下,韩遇运,天子重英豪，文章教尔曹。万般皆下品，惟有读书高。,韩遇运 （念） 天子重英豪，文章教尔曹。万般皆下品，惟有读书高。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,143,dialogue,dialogue,金氏,念,念,念,,金氏,读书高，读书高，家业一旦抛。,金氏 （念） 读书高，读书高，家业一旦抛。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,145,narration,narration,,,说明,,,米也无钱买；柴也没得烧,米也无钱买，柴也没得烧。,米也无钱买，柴也没得烧。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,147,narration,narration,,,说明,,去,喝一口清凉水；还要我自己去挑,喝一口清凉水，还要我自己去挑。,喝一口清凉水，还要我自己去挑。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,149,dialogue,dialogue,韩遇运,念,念,念,,韩遇运,候儿成人大，金榜把名标。,韩遇运 （念） 候儿成人大，金榜把名标。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,151,dialogue,dialogue,金氏,念,念,念,,金氏,候你成人大，母子两边飘。,金氏 （念） 候你成人大，母子两边飘。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,153,dialogue,dialogue,韩遇运,白,白,白,念白,韩遇运,母亲放心，等儿长大成人，若作了官，你就是太夫人了。,韩遇运 （白） 母亲放心，等儿长大成人，若作了官，你就是太夫人了。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,155,dialogue,dialogue,金氏,白,白,白,看；命；念白,金氏,好大的口气！我对你言讲：看这年年荒旱，母子难度光阴，我有意将你卖在大户人家，你也有安身之处，我也有了活命。,金氏 （白） 好大的口气！我对你言讲：看这年年荒旱，母子难度光阴，我有意将你卖在大户人家，你也有安身之处，我也有了活命。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,157,dialogue,dialogue,韩遇运,白,白,白,念白,韩遇运,嗳，我是不卖的！,韩遇运 （白） 嗳，我是不卖的！
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,159,dialogue,dialogue,金氏,白,白,白,上；来；念白,金氏,我对你讲了吧：你不是我亲生之子，自因那年金兵造反，四月初八日在青州路上拾来的。,金氏 （白） 我对你讲了吧：你不是我亲生之子，自因那年金兵造反，四月初八日在青州路上拾来的。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,161,dialogue,dialogue,韩遇运,白,白,白,念白,韩遇运,吓，你不是我的亲娘。哎呀，我的亲娘吓！,韩遇运 （白） 吓，你不是我的亲娘。哎呀，我的亲娘吓！
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,163,dialogue,dialogue,金氏,白,白,白,念白,金氏,哎呀，我说他不是我的亲生儿子，他就要他的亲娘。我如今不卖他，日后长大,金氏 （白） 哎呀，我说他不是我的亲生儿子，他就要他的亲娘。我如今不卖他，日后长大
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,165,narration,narration,,,说明,,下；来；看；道；坐；哭,韩遇运；金氏,"<table><tr><td rowspan=""2""></td><td rowspan=""2"">(二黄慢板)</td><td>成人,他还要卖我吓!儿吓,不必啼哭,坐在地下,听为娘道来:</td></tr><tr><td>农人家总只在耕田种地,全靠着用气力当家穿衣。读诗书千万卷难当柴米,我看你这小娃难以成器。</td></tr><tr><td>韩遇运</td><td>(白)(二黄原板)</td><td>母亲吓,休道我在书房不耕不艺,你孩儿志气高满腹经奇。且等到羽毛干鹏程万里,那时节戴乌纱身挂紫衣。</td></tr><tr><td>金氏</td><td>(二黄原板)</td><td>说什么羽毛干鹏程万里,看将来只怕是牛马不及。就是我亲生子也难养你,到今朝母子们一样分离。天赐儿随定娘将门紧闭,霎时间母子们各奔东西。</td></tr><tr><td colspan=""3"">(金氏、韩遇运同下。)</td></tr></table>","<table><tr><td rowspan=""2""></td><td rowspan=""2"">(二黄慢板)</td><td>成人,他还要卖我吓!儿吓,不必啼哭,坐在地下,听为娘道来:</td></tr><tr><td>农人家总只在耕田种地,全靠着用气力当家穿衣。读诗书千万卷难当柴米,我看你这小娃难以成器。</td></tr><tr><td>韩遇运</td><td>(白)(二黄原板)</td><td>母亲吓,休道我在书房不耕不艺,你孩儿志气高满腹经奇。且等到羽毛干鹏程万里,那时节戴乌纱身挂紫衣。</td></tr><tr><td>金氏</td><td>(二黄原板)</td><td>说什么羽毛干鹏程万里,看将来只怕是牛马不及。就是我亲生子也难养你,到今朝母子们一样分离。天赐儿随定娘将门紧闭,霎时间母子们各奔东西。</td></tr><tr><td colspan=""3"">(金氏、韩遇运同下。)</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,167,narration,narration,,,说明,,,【第五场】,# 【第五场】,# 【第五场】
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,169,stage_direction,stage_direction,,吴惠泉上。,做,吴惠泉上。,上,吴惠泉,,（吴惠泉上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,171,narration,narration,,,说明,,下；走；来；收,吴惠泉；金氏,"<table><tr><td rowspan=""3"">吴惠泉</td><td>(二黄摇板)</td><td>行一程又一程往回家奔,买一些送恩人方称我心。</td></tr><tr><td>(白)</td><td>在下吴惠泉,蒙恩人韩太守,助我银两,才得来到四川,讨取账目。且喜账目收齐,回家便了。</td></tr><tr><td>(二黄摇板)</td><td>一日离家一日深,犹如孤雁宿寒林。人说在外风光好,还有思家一片心。</td></tr><tr><td>金氏</td><td>(内白)</td><td>走吓!</td></tr></table>","<table><tr><td rowspan=""3"">吴惠泉</td><td>(二黄摇板)</td><td>行一程又一程往回家奔,买一些送恩人方称我心。</td></tr><tr><td>(白)</td><td>在下吴惠泉,蒙恩人韩太守,助我银两,才得来到四川,讨取账目。且喜账目收齐,回家便了。</td></tr><tr><td>(二黄摇板)</td><td>一日离家一日深,犹如孤雁宿寒林。人说在外风光好,还有思家一片心。</td></tr><tr><td>金氏</td><td>(内白)</td><td>走吓!</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,173,stage_direction,stage_direction,,金氏、韩遇运同上。,做,金氏、韩遇运同上。,上,韩遇运；金氏,,（金氏、韩遇运同上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,175,narration,narration,,,说明,,叹,金氏,"<table><tr><td rowspan=""2"">金氏</td><td>(二黄摇板)</td><td>叹冤家和债主休要怄气,如今后两投奔各自分离。</td></tr><tr><td>(白)</td><td>卖儿子,卖儿子!</td></tr></table>","<table><tr><td rowspan=""2"">金氏</td><td>(二黄摇板)</td><td>叹冤家和债主休要怄气,如今后两投奔各自分离。</td></tr><tr><td>(白)</td><td>卖儿子,卖儿子!</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,177,dialogue,dialogue,吴惠泉,白,白,白,拿；念白,吴惠泉,你这妈妈手拿草标，还是人卖草，还是草卖人？,吴惠泉 （白） 你这妈妈手拿草标，还是人卖草，还是草卖人？
